x,y,ux,uy,exx,eyy,exy,sxx,syy,sxy
3.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
6.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
8.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
9.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-02,1.000000e-02,2.947571e-05,3.094424e-05,2.478722e-03,2.673460e-03,2.460425e-03,3.138973e+04,3.301255e+04,2.050354e+04
2.000000e-02,1.000000e-02,4.957444e-05,5.162499e-05,1.749914e-03,4.746915e-03,3.025445e-03,2.811767e+04,5.309268e+04,2.521204e+04
3.000000e-02,1.000000e-02,6.447398e-05,6.846419e-05,1.324325e-03,6.493327e-03,3.606143e-03,2.732281e+04,7.039783e+04,3.005120e+04
4.000000e-02,1.000000e-02,7.606093e-05,8.342339e-05,1.039862e-03,8.051199e-03,4.109900e-03,2.760523e+04,8.603304e+04,3.424917e+04
5.000000e-02,1.000000e-02,8.527122e-05,9.727016e-05,8.280751e-04,9.489788e-03,4.529287e-03,2.839617e+04,1.005771e+05,3.774406e+04
6.000000e-02,1.000000e-02,9.262243e-05,1.103624e-04,6.580169e-04,1.084556e-02,4.871238e-03,2.944926e+04,1.143455e+05,4.059365e+04
7.000000e-02,1.000000e-02,9.843156e-05,1.228873e-04,5.144112e-04,1.213882e-02,5.143928e-03,3.064765e+04,1.275177e+05,4.286607e+04
8.000000e-02,1.000000e-02,1.029107e-04,1.349500e-04,3.890356e-04,1.338138e-02,5.354455e-03,3.193033e+04,1.401999e+05,4.462046e+04
9.000000e-02,1.000000e-02,1.062123e-04,1.466119e-04,2.771103e-04,1.458034e-02,5.508675e-03,3.326228e+04,1.524559e+05,4.590563e+04
1.000000e-01,1.000000e-02,1.084529e-04,1.579096e-04,1.756709e-04,1.574000e-02,5.611442e-03,3.462157e+04,1.643243e+05,4.676202e+04
1.100000e-01,1.000000e-02,1.097257e-04,1.688641e-04,8.277910e-05,1.686295e-02,5.666850e-03,3.599343e+04,1.758282e+05,4.722375e+04
1.200000e-01,1.000000e-02,1.101084e-04,1.794872e-04,-2.887385e-06,1.795069e-02,5.678431e-03,3.736719e+04,1.869803e+05,4.732026e+04
1.300000e-01,1.000000e-02,1.096679e-04,1.897843e-04,-8.226246e-05,1.900401e-02,5.649301e-03,3.873480e+04,1.977871e+05,4.707751e+04
1.400000e-01,1.000000e-02,1.084632e-04,1.997569e-04,-1.560247e-04,2.002325e-02,5.582259e-03,4.008984e+04,2.082504e+05,4.651883e+04
1.500000e-01,1.000000e-02,1.065474e-04,2.094036e-04,-2.246794e-04,2.100839e-02,5.479867e-03,4.142708e+04,2.183694e+05,4.566556e+04
1.600000e-01,1.000000e-02,1.039696e-04,2.187216e-04,-2.886106e-04,2.195927e-02,5.344499e-03,4.274212e+04,2.281411e+05,4.453749e+04
1.700000e-01,1.000000e-02,1.007752e-04,2.277067e-04,-3.481164e-04,2.287555e-02,5.178385e-03,4.403119e+04,2.375617e+05,4.315321e+04
1.800000e-01,1.000000e-02,9.700728e-05,2.363544e-04,-4.034324e-04,2.375684e-02,4.983642e-03,4.529100e+04,2.466266e+05,4.153035e+04
1.900000e-01,1.000000e-02,9.270658e-05,2.446596e-04,-4.547486e-04,2.460270e-02,4.762288e-03,4.651867e+04,2.553308e+05,3.968573e+04
2.000000e-01,1.000000e-02,8.791230e-05,2.526176e-04,-5.022215e-04,2.541270e-02,4.516268e-03,4.771164e+04,2.636693e+05,3.763557e+04
2.100000e-01,1.000000e-02,8.266215e-05,2.602237e-04,-5.459826e-04,2.618638e-02,4.247461e-03,4.886764e+04,2.716373e+05,3.539551e+04
2.200000e-01,1.000000e-02,7.699265e-05,2.674733e-04,-5.861453e-04,2.692335e-02,3.957687e-03,4.998464e+04,2.792305e+05,3.298073e+04
2.300000e-01,1.000000e-02,7.093925e-05,2.743626e-04,-6.228095e-04,2.762324e-02,3.648721e-03,5.106083e+04,2.864446e+05,3.040601e+04
2.400000e-01,1.000000e-02,6.453646e-05,2.808880e-04,-6.560657e-04,2.828573e-02,3.322290e-03,5.209459e+04,2.932762e+05,2.768575e+04
2.500000e-01,1.000000e-02,5.781794e-05,2.870467e-04,-6.859976e-04,2.891055e-02,2.980081e-03,5.308450e+04,2.997224e+05,2.483401e+04
2.600000e-01,1.000000e-02,5.081651e-05,2.928364e-04,-7.126845e-04,2.949749e-02,2.623742e-03,5.402931e+04,3.057808e+05,2.186452e+04
2.700000e-01,1.000000e-02,4.356425e-05,2.982553e-04,-7.362031e-04,3.004641e-02,2.254884e-03,5.492791e+04,3.114497e+05,1.879070e+04
2.800000e-01,1.000000e-02,3.609245e-05,3.033024e-04,-7.566287e-04,3.055724e-02,1.875078e-03,5.577936e+04,3.167282e+05,1.562565e+04
2.900000e-01,1.000000e-02,2.843167e-05,3.079775e-04,-7.740363e-04,3.102994e-02,1.485862e-03,5.658284e+04,3.216160e+05,1.238218e+04
3.000000e-01,1.000000e-02,2.061172e-05,3.122808e-04,-7.885014e-04,3.146459e-02,1.088734e-03,5.733767e+04,3.261134e+05,9.072787e+03
3.100000e-01,1.000000e-02,1.266164e-05,3.162133e-04,-8.001005e-04,3.186130e-02,6.851565e-04,5.804333e+04,3.302217e+05,5.709638e+03
3.200000e-01,1.000000e-02,4.609712e-06,3.197767e-04,-8.089119e-04,3.222026e-02,2.765511e-04,5.869938e+04,3.339425e+05,2.304592e+03
3.300000e-01,1.000000e-02,-3.516594e-06,3.229732e-04,-8.150155e-04,3.254173e-02,-1.356988e-04,5.930552e+04,3.372784e+05,-1.130823e+03
3.400000e-01,1.000000e-02,-1.169060e-05,3.258058e-04,-8.184936e-04,3.282601e-02,-5.502504e-04,5.986155e+04,3.402324e+05,-4.585420e+03
3.500000e-01,1.000000e-02,-1.988647e-05,3.282781e-04,-8.194303e-04,3.307350e-02,-9.658030e-04,6.036740e+04,3.428085e+05,-8.048359e+03
3.600000e-01,1.000000e-02,-2.807921e-05,3.303941e-04,-8.179122e-04,3.328464e-02,-1.381099e-03,6.082307e+04,3.450110e+05,-1.150916e+04
3.700000e-01,1.000000e-02,-3.624471e-05,3.321587e-04,-8.140281e-04,3.345991e-02,-1.794925e-03,6.122869e+04,3.468449e+05,-1.495771e+04
3.800000e-01,1.000000e-02,-4.435977e-05,3.335771e-04,-8.078688e-04,3.359989e-02,-2.206112e-03,6.158447e+04,3.483158e+05,-1.838426e+04
3.900000e-01,1.000000e-02,-5.240209e-05,3.346550e-04,-7.995272e-04,3.370517e-02,-2.613538e-03,6.189069e+04,3.494298e+05,-2.177948e+04
4.000000e-01,1.000000e-02,-6.035031e-05,3.353989e-04,-7.890980e-04,3.377641e-02,-3.016129e-03,6.214776e+04,3.501937e+05,-2.513441e+04
4.100000e-01,1.000000e-02,-6.818405e-05,3.358154e-04,-7.766776e-04,3.381432e-02,-3.412859e-03,6.235611e+04,3.506144e+05,-2.844049e+04
4.200000e-01,1.000000e-02,-7.588386e-05,3.359116e-04,-7.623639e-04,3.381965e-02,-3.802750e-03,6.251630e+04,3.506997e+05,-3.168959e+04
4.300000e-01,1.000000e-02,-8.343132e-05,3.356953e-04,-7.462558e-04,3.379317e-02,-4.184876e-03,6.262894e+04,3.504575e+05,-3.487397e+04
4.400000e-01,1.000000e-02,-9.080898e-05,3.351743e-04,-7.284534e-04,3.373572e-02,-4.558358e-03,6.269469e+04,3.498961e+05,-3.798632e+04
4.500000e-01,1.000000e-02,-9.800039e-05,3.343568e-04,-7.090573e-04,3.364814e-02,-4.922372e-03,6.271428e+04,3.490243e+05,-4.101977e+04
4.600000e-01,1.000000e-02,-1.049901e-04,3.332515e-04,-6.881685e-04,3.353133e-02,-5.276142e-03,6.268852e+04,3.478510e+05,-4.396785e+04
4.700000e-01,1.000000e-02,-1.117638e-04,3.318671e-04,-6.658880e-04,3.338620e-02,-5.618943e-03,6.261825e+04,3.463857e+05,-4.682453e+04
4.800000e-01,1.000000e-02,-1.183079e-04,3.302127e-04,-6.423168e-04,3.321368e-02,-5.950103e-03,6.250436e+04,3.446376e+05,-4.958420e+04
4.900000e-01,1.000000e-02,-1.246101e-04,3.282973e-04,-6.175552e-04,3.301471e-02,-6.269001e-03,6.234778e+04,3.426166e+05,-5.224167e+04
5.000000e-01,1.000000e-02,-1.306590e-04,3.261305e-04,-5.917026e-04,3.279026e-02,-6.575064e-03,6.214948e+04,3.403325e+05,-5.479220e+04
5.100000e-01,1.000000e-02,-1.364441e-04,3.237217e-04,-5.648574e-04,3.254132e-02,-6.867772e-03,6.191048e+04,3.377953e+05,-5.723144e+04
5.200000e-01,1.000000e-02,-1.419561e-04,3.210803e-04,-5.371163e-04,3.226885e-02,-7.146653e-03,6.163181e+04,3.350148e+05,-5.955544e+04
5.300000e-01,1.000000e-02,-1.471865e-04,3.182159e-04,-5.085744e-04,3.197384e-02,-7.411284e-03,6.131453e+04,3.320013e+05,-6.176070e+04
5.400000e-01,1.000000e-02,-1.521276e-04,3.151381e-04,-4.793247e-04,3.165729e-02,-7.661289e-03,6.095972e+04,3.287648e+05,-6.384407e+04
5.500000e-01,1.000000e-02,-1.567730e-04,3.118564e-04,-4.494577e-04,3.132016e-02,-7.896339e-03,6.056848e+04,3.253153e+05,-6.580283e+04
5.600000e-01,1.000000e-02,-1.611168e-04,3.083804e-04,-4.190612e-04,3.096343e-02,-8.116151e-03,6.014192e+04,3.216627e+05,-6.763459e+04
5.700000e-01,1.000000e-02,-1.651542e-04,3.047192e-04,-3.882200e-04,3.058805e-02,-8.320485e-03,5.968116e+04,3.178168e+05,-6.933737e+04
5.800000e-01,1.000000e-02,-1.688812e-04,3.008821e-04,-3.570157e-04,3.019499e-02,-8.509142e-03,5.918731e+04,3.137873e+05,-7.090951e+04
5.900000e-01,1.000000e-02,-1.722945e-04,2.968782e-04,-3.255262e-04,2.978515e-02,-8.681965e-03,5.866150e+04,3.095838e+05,-7.234971e+04
6.000000e-01,1.000000e-02,-1.753917e-04,2.927163e-04,-2.938255e-04,2.935945e-02,-8.838836e-03,5.810484e+04,3.052155e+05,-7.365697e+04
6.100000e-01,1.000000e-02,-1.781710e-04,2.884050e-04,-2.619836e-04,2.891877e-02,-8.979673e-03,5.751843e+04,3.006913e+05,-7.483061e+04
6.200000e-01,1.000000e-02,-1.806314e-04,2.839526e-04,-2.300661e-04,2.846395e-02,-9.104427e-03,5.690338e+04,2.960202e+05,-7.587022e+04
6.300000e-01,1.000000e-02,-1.827723e-04,2.793672e-04,-1.981337e-04,2.799583e-02,-9.213083e-03,5.626075e+04,2.912104e+05,-7.677569e+04
6.400000e-01,1.000000e-02,-1.845940e-04,2.746563e-04,-1.662422e-04,2.751518e-02,-9.305655e-03,5.559161e+04,2.862701e+05,-7.754712e+04
6.500000e-01,1.000000e-02,-1.860972e-04,2.698275e-04,-1.344422e-04,2.702276e-02,-9.382184e-03,5.489698e+04,2.812070e+05,-7.818487e+04
6.600000e-01,1.000000e-02,-1.872829e-04,2.648876e-04,-1.027787e-04,2.651928e-02,-9.442737e-03,5.417788e+04,2.760283e+05,-7.868947e+04
6.700000e-01,1.000000e-02,-1.881528e-04,2.598432e-04,-7.129077e-05,2.600539e-02,-9.487399e-03,5.343529e+04,2.707410e+05,-7.906166e+04
6.800000e-01,1.000000e-02,-1.887087e-04,2.547003e-04,-4.001142e-05,2.548173e-02,-9.516278e-03,5.267014e+04,2.653513e+05,-7.930232e+04
6.900000e-01,1.000000e-02,-1.889530e-04,2.494646e-04,-8.967002e-06,2.494885e-02,-9.529494e-03,5.188336e+04,2.598652e+05,-7.941245e+04
7.000000e-01,1.000000e-02,-1.888880e-04,2.441412e-04,2.182307e-05,2.440728e-02,-9.527181e-03,5.107582e+04,2.542879e+05,-7.939317e+04
