,RMSE,RMSE,RMSE,RMSE,Normalized_RMSE_%,Normalized_RMSE_%,Normalized_RMSE_%,Normalized_RMSE_%
,Claude,GPT5,Grok,DeepSeek,Claude,GPT5,Grok,DeepSeek
0.152,0.00017620043369317645,9.971233087302284e-07,9.971233087302284e-07,0.00041199025676287083,0.05390686591522019,0.00030506050057890814,0.00030506050057890814,0.12604454520450642
0.153,0.0001763810002205618,1.0099109879226832e-06,1.0099109879226832e-06,0.000419591579123486,0.05397040279876778,0.00030902026148468744,0.00030902026148468744,0.1283898294484536
0.154,0.00017656164818432424,1.0227746670893966e-06,1.0227746670893966e-06,0.00042726865171186965,0.05403403818190082,0.00031300481152789754,0.00031300481152789754,0.13075914774213238
0.155,0.00017674293089157975,1.0357142333923916e-06,1.0357142333923916e-06,0.00043502140026422455,0.054097941650641176,0.00031701413958768685,0.00031701413958768685,0.13315249560227485
0.156,0.00017692537069284518,1.048729573723228e-06,1.048729573723228e-06,0.00044284975073350785,0.05416227342109481,0.0003210482345994187,0.0003210482345994187,0.1355698687517963
0.157,0.0001771094582422146,1.0618205748672027e-06,1.0618205748672027e-06,0.00045075362977744734,0.05422718410723592,0.0003251070856048196,0.0003251070856048196,0.13801126326928376
0.158,0.00017729565188622044,1.0749871233811643e-06,1.0749871233811643e-06,0.00045873296522195407,0.054292814527735746,0.0003291906817144783,0.0003291906817144783,0.14047667573109565
0.159,0.00017748437718453135,1.08822910567941e-06,1.08822910567941e-06,0.0004667876864986423,0.054359295552839845,0.00033329901213403993,0.00033329901213403993,0.14296610334567258
0.16,0.00017767602656524632,1.1015464079926054e-06,1.1015464079926054e-06,0.0004749177250556711,0.05442674799218044,0.00033743206615152954,0.00033743206615152954,0.14547954407981228
0.161,0.00017787095911599442,1.114938916355411e-06,1.114938916355411e-06,0.0004831230147410553,0.0544952825239377,0.0003415898331334603,0.0003415898331334603,0.14801699677664176
0.162,0.0001780695005122866,1.1284065166486879e-06,1.1284065166486879e-06,0.0004914034921580962,0.05456499966583776,0.00034577230253766245,0.00034577230253766245,0.15057846126517285
0.163,0.00017827194308310106,1.1419490946221883e-06,1.1419490946221883e-06,0.0004997590969923576,0.05463598978802858,0.0003499794639201453,0.0003499794639201453,0.15316393846125717
0.164,0.00017847854601288002,1.1555665357270004e-06,1.1555665357270004e-06,0.0005081897723101452,0.05470833316762951,0.00035421130688365163,0.00035421130688365163,0.15577343045992117
0.165,0.00017868953567879009,1.169258725371259e-06,1.169258725371259e-06,0.000516695464828327,0.05478210008465108,0.00035846782115592533,0.00035846782115592533,0.15840694061902205
0.166,0.00017890510612073363,1.1830255487252943e-06,1.1830255487252943e-06,0.0005252761251556145,0.054857350958564595,0.00036274899652990295,0.00036274899652990295,0.16106447363425472
0.167,0.00017912541964125166,1.196866890820024e-06,1.196866890820024e-06,0.0005339317080055515,0.05493413652469425,0.0003670548228937793,0.0003670548228937793,0.1637460356055761
0.168,0.00017935060753143417,1.2107826364913297e-06,1.2107826364913297e-06,0.0005426621723814829,0.05501249804929028,0.0003713852902138602,0.0003713852902138602,0.16645163409512112
0.169,0.0001795807709182856,1.2247726704126504e-06,1.2247726704126504e-06,0.0005514674817340229,0.055092467581937005,0.00037574038854446587,0.00037574038854446587,0.16918127817676337
0.17,0.00017981598172857904,1.238836877127411e-06,1.238836877127411e-06,0.0005603476040914886,0.05517406824382024,0.0003801201080377911,0.0003801201080377911,0.171934978477451
0.171,0.000180056283762866,1.2529751408611523e-06,1.2529751408611523e-06,0.0005693025121640834,0.055257314549960294,0.00038452443888617243,0.00038452443888617243,0.1747127472105538
0.17200000000000001,0.00018030169387365993,1.2671873458719013e-06,1.2671873458719013e-06,0.0005783321834223538,0.055342212763620426,0.0003889533714295032,0.0003889533714295032,0.17751459820136944
0.17300000000000001,0.00018055220324063393,1.2814733761305529e-06,1.2814733761305529e-06,0.0005874366001509469,0.055428761280740146,0.00039340689605707826,0.00039340689605707826,0.1803405469050986
0.17400000000000002,0.00018080777873512568,1.2958331154252924e-06,1.2958331154252924e-06,0.0005966157494783688,0.05551695104207028,0.0003978850032395392,0.0003978850032395392,0.1831906104174929
0.17500000000000002,0.00018106836436640285,1.3102664474248028e-06,1.3102664474248028e-06,0.0006058696233836117,0.055606765970735,0.00040238768354819497,0.00040238768354819497,0.18606480747843493
0.176,0.0001813338828010958,1.3247732556304747e-06,1.3247732556304747e-06,0.0006151982186808524,0.05569818343262171,0.0004069149276402729,0.0004069149276402729,0.18896315846881084
0.177,0.00018160423694757395,1.3393534232990526e-06,1.3393534232990526e-06,0.0006246015369829188,0.055791174717109496,0.0004114667262350698,0.0004114667262350698,0.1918856854008806
0.178,0.00018187931159600602,1.3540068336100238e-06,1.3540068336100238e-06,0.0006340795846447138,0.055885705535326964,0.0004160430701652816,0.0004160430701652816,0.19483241190250394
0.179,0.00018215897510558027,1.368733369494278e-06,1.368733369494278e-06,0.0006436323726876543,0.055981736533351624,0.00042064395032429,0.00042064395032429,0.197803363195539
0.18,0.00018244308112966046,1.3835329137792627e-06,1.3835329137792627e-06,0.0006532599167060484,0.056079223817544946,0.0004252693577106756,0.0004252693577106756,0.2007985660686887
0.181,0.00018273147036958925,1.398405349030363e-06,1.398405349030363e-06,0.0006629622367565983,0.05617811948919438,0.00042991928337939137,0.00042991928337939137,0.20381804884515403
0.182,0.00018302397234842846,1.4133505577437464e-06,1.4133505577437464e-06,0.0006727393572320036,0.05627837218580619,0.0004345937185009541,0.0004345937185009541,0.20686184134538493
0.183,0.00018332040719525373,1.428368422181079e-06,1.428368422181079e-06,0.0006825913067198672,0.05637992762618397,0.00043929265431056074,0.00043929265431056074,0.20992997484529288
0.184,0.00018362058743139214,1.4434588244377692e-06,1.4434588244377692e-06,0.0006925181178477791,0.05648272915666005,0.00044401608212898464,0.00044401608212898464,0.2130224820301869
0.185,0.00018392431974981394,1.458621646465346e-06,1.458621646465346e-06,0.0007025198271158056,0.056586718295788596,0.0004487639933693836,0.0004487639933693836,0.21613939694480463
0.186,0.00018423140677908677,1.4738567699977256e-06,1.4738567699977256e-06,0.0007125964747172997,0.05669183527486642,0.00045353637951454136,0.00045353637951454136,0.21928075493971386
0.187,0.00018454164882395328,1.48916407663709e-06,1.48916407663709e-06,0.0007227481043491385,0.05679801957184347,0.00045833323214320966,0.00045833323214320966,0.22244659261441915
0.188,0.0001848548455742674,1.5045434477878045e-06,1.5045434477878045e-06,0.0007329747630124558,0.05690521043608199,0.0004631545429097019,0.0004631545429097019,0.22563694775749685
0.189,0.00018517079777504792,1.519994764710569e-06,1.519994764710569e-06,0.0007432765008046529,0.0570133474017332,0.00046800030356048387,0.00046800030356048387,0.22885185928399465
0.19,0.00018548930885021079,1.5355179084675922e-06,1.5355179084675922e-06,0.0007536533707039226,0.05712237078743683,0.0004728705059172235,0.0004728705059172235,0.2320913671704704
0.191,0.0001858101864730632,1.5511127599841895e-06,1.5511127599841895e-06,0.0007641054283471771,0.057232222180205336,0.00047776514189568455,0.00047776514189568455,0.23535551238794078
0.192,0.0001861332440775442,1.5667791999364811e-06,1.5667791999364811e-06,0.0007746327318021602,0.05734284490162832,0.00048268420347106605,0.00048268420347106605,0.23864433683297562
0.193,0.0001864583023034674,1.5825171089478478e-06,1.5825171089478478e-06,0.0007852353413349589,0.05745418445430554,0.00048762768273844344,0.00048762768273844344,0.24195788325730846
0.194,0.0001867851903708975,1.5983263673603457e-06,1.5983263673603457e-06,0.0007959133191736169,0.05756618894699031,0.0004925955718422849,0.0004925955718422849,0.24529619519617635
0.195,0.00018711374737796806,1.6142068554352321e-06,1.6142068554352321e-06,0.0008066667292687154,0.05767880949666879,0.0004975878630381615,0.0004975878630381615,0.24865931689565202
0.196,0.00018744382351761592,1.6301584532000438e-06,1.6301584532000438e-06,0.0008174956370521435,0.05779200060615711,0.0005026045486455584,0.0005026045486455584,0.25204729323934333
0.197,0.00018777528120885836,1.6461810405321373e-06,1.6461810405321373e-06,0.0008284001091943053,0.05790572051584163,0.0005076456210735495,0.0005076456210735495,0.2554601696745331
0.198,0.00018810799613882954,1.6622744971795537e-06,1.6622744971795537e-06,0.000839380213361303,0.058019931528367305,0.0005127110728271725,0.0005127110728271725,0.2588979921382314
0.199,0.00018844185821205602,1.6784387026447442e-06,1.6784387026447442e-06,0.000850436017972325,0.05813460030515723,0.000517800896471505,0.000517800896471505,0.26236080698320985
0.2,0.00018877677240407455,1.6946735363194062e-06,1.6946735363194062e-06,0.0008615675919584431,0.05824969813383654,0.0005229150846731823,0.0005229150846731823,0.2658486609043887
0.201,0.000189112659516624,1.710978877436754e-06,1.710978877436754e-06,0.0008727750045233874,0.0583652011656712,0.00052805363018562,0.00052805363018562,0.2693616008657486
0.202,0.00018944945683273175,1.727354605026886e-06,1.727354605026886e-06,0.0008840583249071546,0.05848109062246569,0.000533216525835178,0.000533216525835178,0.2728996740280336
0.203,0.00018978711866931596,1.7438005979776785e-06,1.7438005979776785e-06,0.0008954176221532002,0.05859735297214658,0.0005384037645398887,0.0005384037645398887,0.2764629276774738
0.20400000000000001,0.00019012561682667955,1.7603167350201856e-06,1.7603167350201856e-06,0.0009068529648799409,0.05871398007279789,0.0005436153393048948,0.0005436153393048948,0.280051409155754
0.20500000000000002,0.0001904649409334869,1.776902894687116e-06,1.776902894687116e-06,0.0009183644210572013,0.05883096928467135,0.0005488512432095686,0.0005488512432095686,0.28366516579142326
0.20600000000000002,0.00019080509868703245,1.7935589553594248e-06,1.7935589553594248e-06,0.0009299520577884171,0.05894832355006836,0.0005541114694218361,0.0005541114694218361,0.2873042448329978
0.20700000000000002,0.00019114611598846281,1.8102847952817033e-06,1.8102847952817033e-06,0.0009416159410992135,0.05906605144094477,0.0005593960112028806,0.0005593960112028806,0.2909686933839489
0.20800000000000002,0.00019148803697360334,1.8270802925079342e-06,1.8270802925079342e-06,0.0009533561357329022,0.05918416717439324,0.0005647048618903289,0.0005647048618903289,0.29465855833974425
0.209,0.00019183092393956495,1.843945324951787e-06,1.843945324951787e-06,0.0009651727049536728,0.05930269059601146,0.0005700380149137368,0.0005700380149137368,0.2983738863271876
0.21,0.00019217485716863556,1.8608797703331348e-06,1.8608797703331348e-06,0.0009770657103579643,0.05942164713157347,0.0005753954637780054,0.0005753954637780054,0.30211472364620434
0.211,0.00019251993465061354,1.8778835062386328e-06,1.8778835062386328e-06,0.0009890352116945023,0.05954106770731403,0.0005807772020820514,0.0005807772020820514,0.30588111621422864
0.212,0.00019286627170548605,1.8949564100487634e-06,1.8949564100487634e-06,0.0010010812666936863,0.05966098863936728,0.0005861832234961985,0.0005861832234961985,0.30967310951340665
0.213,0.00019321400050850248,1.9120983590862135e-06,1.9120983590862135e-06,0.0010132039309066851,0.059781451492944775,0.0005916135218080202,0.0005916135218080202,0.3134907485407276
0.214,0.00019356326952037754,1.929309230410761e-06,1.929309230410761e-06,0.001025403257554721,0.05990250291205144,0.0005970680908588473,0.0005970680908588473,0.3173340777612367
0.215,0.000193914242825264,1.946588900933712e-06,1.946588900933712e-06,0.0010376792973889157,0.060024194420508464,0.0006025469245791071,0.0006025469245791071,0.321203141064448
0.216,0.00019426709937977457,1.963937247506797e-06,1.963937247506797e-06,0.0010500320985610643,0.06014658219525112,0.000608050017015804,0.000608050017015804,0.32509798172407534
0.217,0.00019462203217683765,1.9813541466726463e-06,1.9813541466726463e-06,0.001062461706505737,0.060269726813026295,0.0006135773622552334,0.0006135773622552334,0.3290186423612081
0.218,0.00019497924732792094,1.9988394748913765e-06,1.9988394748913765e-06,0.0010749681638338173,0.060393692971538696,0.0006191289544930701,0.0006191289544930701,0.3329651649109714
0.219,0.00019533896306822622,2.016393108519405e-06,2.016393108519405e-06,0.001087551510237743,0.0605185491864268,0.0006247047880277854,0.0006247047880277854,0.3369375905927566
0.22,0.00019570140868925177,2.0340149236610922e-06,2.0340149236610922e-06,0.0011002117824087658,0.06064436746538713,0.0006303048572146496,0.0006303048572146496,0.3409359598841263
0.221,0.00019606682340362233,2.0517047962913618e-06,2.0517047962913618e-06,0.0011129490139659883,0.0607712229609234,0.0006359291565036634,0.0006359291565036634,0.34496031249832226
0.222,0.0001964354551473584,2.0694626022369015e-06,2.0694626022369015e-06,0.0011257632353976735,0.06089919360328341,0.0006415776804336971,0.0006415776804336971,0.3490106873655368
0.223,0.0001968075593252052,2.0872882171868515e-06,2.0872882171868515e-06,0.0011386544740144009,0.061028359715287694,0.0006472504236357685,0.0006472504236357685,0.3530871226178197
0.224,0.0001971833975046765,2.1051815166621257e-06,2.1051815166621257e-06,0.001151622753914294,0.06115880361076746,0.0006529473808234948,0.0006529473808234948,0.3571896555776969
0.225,0.0001975632360648086,2.123142375981252e-06,2.123142375981252e-06,0.0011646680959600938,0.06129060917843747,0.0006586685467824524,0.0006586685467824524,0.3613183227504356
0.226,0.0001979473448059787,2.141170670320619e-06,2.141170670320619e-06,0.0011777905177678956,0.06142386145314346,0.0006644139163888178,0.0006644139163888178,0.36547315981990514
0.227,0.00019833599552729307,2.159266274780926e-06,2.159266274780926e-06,0.00119099003370724,0.06155864617647475,0.0006701834846299616,0.0006701834846299616,0.3696542016479441
0.228,0.00019872946057820177,2.1774290641974634e-06,2.1774290641974634e-06,0.0012042666549125405,0.061695049348781526,0.0006759772465455421,0.0006759772465455421,0.3738614822772319
0.229,0.00019912801139109325,2.195658913289995e-06,2.195658913289995e-06,0.0012176203893051571,0.06183315677467128,0.0006817951972739742,0.0006817951972739742,0.3780950349374586
0.23,0.00019953191700212695,2.2139556966759887e-06,2.2139556966759887e-06,0.0012310512416259063,0.06197305360421831,0.0006876373320565198,0.0006876373320565198,0.382354892054731
0.231,0.00019994144256715228,2.2323192886727448e-06,2.2323192886727448e-06,0.0012445592134776307,0.062114823871997224,0.0006935036461758013,0.0006935036461758013,0.3866410852641047
0.232,0.00020035684788007418,2.2507495636180293e-06,2.2507495636180293e-06,0.0012581443033770196,0.0622585500362145,0.0006993941350553511,0.0006993941350553511,0.3909536454249961
0.233,0.00020077838590085105,2.269246395553516e-06,2.269246395553516e-06,0.0012718065068156132,0.06240431252016194,0.0007053087941612563,0.0007053087941612563,0.3952926026394586
0.234,0.00020120630130032158,2.287809658487816e-06,2.287809658487816e-06,0.0012855458163288738,0.0625521892582232,0.0007112476190838469,0.0007112476190838469,0.39965798627297877
0.23500000000000001,0.00020164082902911746,2.306439226150544e-06,2.306439226150544e-06,0.0012993622215731672,0.0627022552486888,0.0007172106054612399,0.0007172106054612399,0.4040498249777537
0.23600000000000002,0.00020208219291771974,2.325134972189269e-06,2.325134972189269e-06,0.0013132557094096922,0.06285458211557564,0.0007231977490405203,0.0007231977490405203,0.408468146718147
0.23700000000000002,0.00020253060431478078,2.3438967700991245e-06,2.3438967700991245e-06,0.001327226263994702,0.06300923768167367,0.0007292090456558456,0.0007292090456558456,0.41291297879813205
0.23800000000000002,0.00020298626077027514,2.3627244931610282e-06,2.3627244931610282e-06,0.0013412738668755495,0.06316628555487115,0.0007352444912091939,0.0007352444912091939,0.41738434789057344
0.23900000000000002,0.00020344934477056986,2.381618014604014e-06,2.381618014604014e-06,0.0013553984970914776,0.06332578472997942,0.0007413040817208443,0.0007413040817208443,0.4218822800680192
0.24,0.0002039200225312392,2.4005772073728723e-06,2.4005772073728723e-06,0.0013696001312785758,0.06348778920788886,0.000747387813257051,0.000747387813257051,0.42640680083482496
0.241,0.00020439844285424395,2.4196019443987572e-06,2.4196019443987572e-06,0.0013838787437781875,0.06365234763413852,0.0007534956820142399,0.0007534956820142399,0.43095793516039077
0.242,0.00020488473605480487,2.4386920983677122e-06,2.4386920983677122e-06,0.0013982343067479308,0.0638195029585853,0.0007596276842469393,0.0007596276842469393,0.4355357075132506
0.243,0.0002053790129637869,2.4578475418102315e-06,2.4578475418102315e-06,0.0014126667902744357,0.06398929211801424,0.0007657838162956284,0.0007657838162956284,0.4401401418957411
0.244,0.00020588136401012075,2.477068147152555e-06,2.477068147152555e-06,0.0014271761624873305,0.06416174574313277,0.0007719640746027036,0.0007719640746027036,0.44477126187910143
0.245,0.00020639185838829824,2.4963537866464185e-06,2.4963537866464185e-06,0.0014417623896733785,0.06433688789155534,0.0007781684556905768,0.0007781684556905768,0.4494290906386654
0.246,0.00020691054331457167,2.5157043323878513e-06,2.5157043323878513e-06,0.0014564254363903402,0.06451473580794972,0.0007843969561675149,0.0007843969561675149,0.4541136509890141
0.247,0.00020743744337588997,2.5351196563395084e-06,2.5351196563395084e-06,0.0014711652655795418,0.06469529971264489,0.0007906495727345835,0.0007906495727345835,0.4588249654187724
0.248,0.00020797255997421663,2.554599630326254e-06,2.554599630326254e-06,0.0014859818386766782,0.06487858261957093,0.0007969263021842625,0.0007969263021842625,0.46356305612489934
0.249,0.00020851587086918958,2.5741441259631484e-06,2.5741441259631484e-06,0.0015008751157200362,0.06506458018450291,0.000803227141377967,0.000803227141377967,0.46832794504622416
0.25,0.00020906732982063305,2.593753014778638e-06,2.593753014778638e-06,0.0015158450554556497,0.06525328058412933,0.0008095520872844586,0.0008095520872844586,0.473119653896066
0.251,0.000209626866332873,2.6134261681346493e-06,2.6134261681346493e-06,0.0015308916154385009,0.06544466442660757,0.0008159011369549146,0.0008159011369549146,0.4779382041936701
0.252,0.00021019438550122247,2.6331634572232744e-06,2.6331634572232744e-06,0.0015460147521295805,0.06563870469377417,0.0008222742875218746,0.0008222742875218746,0.4827836172943916
0.253,0.0002107697679613327,2.6529647531364953e-06,2.6529647531364953e-06,0.0015612144209879576,0.06583536671528309,0.0008286715362210017,0.0008286715362210017,0.48765591441836614
0.254,0.00021135286994082905,2.6728299267655746e-06,2.6728299267655746e-06,0.0015764905765576363,0.06603460817454679,0.0008350928803596589,0.0008350928803596589,0.49255511667759144
0.255,0.00021194352341264173,2.6927588488913536e-06,2.6927588488913536e-06,0.0015918431725485422,0.06623637914635375,0.000841538317345102,0.000841538317345102,0.49748124510121644
0.256,0.00021254153634854472,2.7127513901590988e-06,2.7127513901590988e-06,0.0016072721619114641,0.06644062216575519,0.0008480078446766244,0.0008480078446766244,0.5024343206589759
0.257,0.00021314669307108272,2.732807421028863e-06,2.732807421028863e-06,0.0016227774969065421,0.06664727232771087,0.0008545014599300378,0.0008545014599300378,0.507414364282644
0.258,0.00021375875470148152,2.752926811813268e-06,2.752926811813268e-06,0.0016383591291650353,0.06685625741679913,0.000861019160769467,0.000861019160769467,0.5124213968854174
0.259,0.00021437745970082732,2.7731094327781235e-06,2.7731094327781235e-06,0.0016540170097440853,0.06706749806620095,0.0008675609449788283,0.0008675609449788283,0.5174554393791374
0.26,0.00021500252450100965,2.7933551539418452e-06,2.7933551539418452e-06,0.0016697510891745578,0.06728090794491731,0.0008741268103990985,0.0008741268103990985,0.522516512689372
0.261,0.00021563364422192753,2.8136638452010237e-06,2.8136638452010237e-06,0.001685561317501508,0.06749639397218091,0.0008807167549675802,0.0008807167549675802,0.5276046377682144
0.262,0.00021627049347087683,2.834035376340619e-06,2.834035376340619e-06,0.001701447644317526,0.06771385655783867,0.0008873307767211013,0.0008873307767211013,0.5327198356048694
0.263,0.0002169127272196045,2.8544696170045263e-06,2.8544696170045263e-06,0.0017174100187887706,0.06793318986734521,0.000893968873786816,0.000893968873786816,0.5378621272339705
0.264,0.0002175599817544246,2.8749664366265175e-06,2.8749664366265175e-06,0.0017334483896738857,0.0681542821099755,0.0009006310443605731,0.0009006310443605731,0.5430315337416782
0.265,0.00021821187569443987,2.895525704600995e-06,2.895525704600995e-06,0.0017495627053357176,0.06837701584875401,0.0009073172867604,0.0009073172867604,0.5482280762695333
0.266,0.00021886801107259346,2.916147290130291e-06,2.916147290130291e-06,0.0017657529137461918,0.06860126833049414,0.0009140275993786914,0.0009140275993786914,0.5534517760161736
0.267,0.0002195279744742999,2.9368310622542727e-06,2.9368310622542727e-06,0.0017820189624844073,0.0688269118343462,0.0009207619806914756,0.0009207619806914756,0.5587026542369254
0.268,0.00022019133822802733,2.9575768899183504e-06,2.9575768899183504e-06,0.001798360798728193,0.06905381403713202,0.0009275204292797433,0.0009275204292797433,0.5639807322413465
0.269,0.0002208576616423129,2.978384641898517e-06,2.978384641898517e-06,0.0018147783692395202,0.06928183839377496,0.0009343029438059634,0.0009343029438059634,0.569286031388837
0.27,0.00022152649228339988,2.9992541868657086e-06,2.9992541868657086e-06,0.001831271620343887,0.0695108445310378,0.0009411095230342749,0.0009411095230342749,0.5746185730823505
0.271,0.00022219736728793947,3.020185393287894e-06,3.020185393287894e-06,0.001847840497904188,0.0697406886528596,0.0009479401657997861,0.0009479401657997861,0.5799783787603674
0.272,0.00022286981470484818,3.0411781296008237e-06,3.0411781296008237e-06,0.001864484947289404,0.06997122395546596,0.0009547948710621659,0.0009547948710621659,0.5853654698872242
0.273,0.00022354335486079479,3.0622322639889753e-06,3.0622322639889753e-06,0.0018812049133384453,0.07020230105054594,0.0009616736378369149,0.0009616736378369149,0.5907798679419094
0.274,0.00022421750174354154,3.083347664554606e-06,3.083347664554606e-06,0.0018980003403196502,0.07043376839470526,0.000968576465248436,0.000968576465248436,0.5962215944054718
0.275,0.0002248917643977449,3.104524199269716e-06,3.104524199269716e-06,0.0019148711718863117,0.07066547272352251,0.0009755033525149821,0.0009755033525149821,0.6016906707471614
0.276,0.0002255656483275885,3.125761735958892e-06,3.125761735958892e-06,0.0019318173510287676,0.07089725948845747,0.0009824542989432866,0.0009824542989432866,0.6071871184094645
0.277,0.0002262386569011764,3.1470601423344103e-06,3.1470601423344103e-06,0.0019488388200234316,0.07112897329503212,0.0009894293039396146,0.0009894293039396146,0.6127109587921522
0.278,0.0002269102927514229,3.16841928590145e-06,3.16841928590145e-06,0.001965935520379326,0.07136045834064005,0.0009964283669799863,0.0009964283669799863,0.6182622132355151
0.279,0.00022758005916841066,3.189839034115567e-06,3.189839034115567e-06,0.0019831073927824515,0.07159155885041181,0.001003451487659705,0.001003451487659705,0.6238409030028863
0.28,0.00022824746147864027,3.211319254229774e-06,3.211319254229774e-06,0.002000354377038665,0.07182211950970066,0.0010104986656453026,0.0010104986656453026,0.6294470492626645
0.281,0.0002289120084062923,3.232859813415746e-06,3.232859813415746e-06,0.002017676412015328,0.07205198589165555,0.0010175699007126822,0.0010175699007126822,0.635080673069917
0.28200000000000003,0.00022957321341248216,3.25446057868301e-06,3.25446057868301e-06,0.0020350734355823854,0.07228100487861516,0.0010246651927217278,0.0010246651927217278,0.6407417953477698
0.28300000000000003,0.00023023059600802985,3.276121416846731e-06,3.276121416846731e-06,0.002052545384553155,0.0725090250759087,0.0010317845416061735,0.0010317845416061735,0.6464304368686717
0.28400000000000003,0.00023088368303599997,3.2978421947222044e-06,3.2978421947222044e-06,0.0020700921946253266,0.07273589721687745,0.0010389279474348756,0.0010389279474348756,0.6521466182356888
0.28500000000000003,0.0002315320099202822,3.3196227788974206e-06,3.3196227788974206e-06,0.0020877138003227054,0.07296147455793237,0.0010460954103402348,0.0010460954103402348,0.6578903598639987
0.28600000000000003,0.00023217512187666479,3.3414630358007726e-06,3.3414630358007726e-06,0.0021054101349378767,0.07318561326251745,0.001053286930539527,0.001053286930539527,0.6636616819626393
0.28700000000000003,0.0002328125750831684,3.3633628318507402e-06,3.3633628318507402e-06,0.0021231811304764548,0.07340817277294501,0.00106050250838212,0.00106050250838212,0.6694606045167205
0.28800000000000003,0.0002334439378067613,3.3853220332073738e-06,3.3853220332073738e-06,0.002141026717602936,0.07362901616917791,0.0010677421442711829,0.0010677421442711829,0.6752871472701086
0.289,0.00023406879148338687,3.4073405059472266e-06,3.4073405059472266e-06,0.0021589468255888847,0.07384801051357076,0.0010750058387188517,0.0010750058387188517,0.6811413297088095
0.29,0.00023468673174905304,3.42941811602151e-06,3.42941811602151e-06,0.0021769413822634743,0.07406502718083864,0.0010822935923330847,0.0010822935923330847,0.6870231710450637
0.291,0.0002352973694193558,3.4515547292352267e-06,3.4515547292352267e-06,0.002195010313966677,0.07427994217239951,0.0010896054058111137,0.0010896054058111137,0.6929326902022434
0.292,0.0002359003314154773,3.4737502112529516e-06,3.4737502112529516e-06,0.002213153545505628,0.07449263641444617,0.0010969412799413049,0.0010969412799413049,0.6988699058007197
0.293,0.00023649526163467216,3.49600442768077e-06,3.49600442768077e-06,0.002231371000114044,0.07470299603909188,0.0011043012156290734,0.0011043012156290734,0.7048348361446655
0.294,0.00023708182176349958,3.5183172438776217e-06,3.5183172438776217e-06,0.0022496625994151724,0.07491091264801039,0.0011116852138373528,0.0011116852138373528,0.7108274992099436
0.295,0.0002376596920323224,3.5406885251717135e-06,3.5406885251717135e-06,0.0022680282633882397,0.07511628355807072,0.0011190932756549807,0.0011190932756549807,0.7168479126330747
0.296,0.00023822857190974165,3.5631181366968036e-06,3.5631181366968036e-06,0.002286467910338702,0.07531901202851356,0.0011265254022450324,0.0011265254022450324,0.7228960937013817
0.297,0.00023878818073576292,3.585605943459838e-06,3.585605943459838e-06,0.0023049814568723314,0.07551900746925386,0.0011339815948662238,0.0011339815948662238,0.728972059344322
0.298,0.00023933825829276144,3.6081518104089627e-06,3.6081518104089627e-06,0.0023235688178731575,0.07571618562997869,0.001141461854894476,0.001141461854894476,0.7350758261260191
0.299,0.0002398785653135656,3.6307556022771294e-06,3.6307556022771294e-06,0.002342229906485535,0.07591046876978826,0.0011489661837735083,0.0011489661837735083,0.7412074102390812
0.3,0.00024040888392575768,3.65341718372815e-06,3.65341718372815e-06,0.002360964634100133,0.07610178580705615,0.001156494583061077,0.001156494583061077,0.7473668274996413
0.301,0.00024092901803213175,3.676136419267772e-06,3.676136419267772e-06,0.002379772910343916,0.07629007244945098,0.0011640470544008973,0.0011640470544008973,0.7535540933436469
0.302,0.00024143879362657875,3.6989131733134633e-06,3.6989131733134633e-06,0.0023986546430742137,0.07647527130384767,0.0011716235995447872,0.0011716235995447872,0.7597692228244329
0.303,0.00024193805904562982,3.7217473100897526e-06,3.7217473100897526e-06,0.002417609738376688,0.07665733196616041,0.0011792242203195775,0.0011792242203195775,0.7660122306115178
0.304,0.00024242668515537245,3.7446386937426113e-06,3.7446386937426113e-06,0.002436638100567232,0.07683621109096525,0.0011868489186633892,0.0011868489186633892,0.7722831309906372
0.305,0.00024290456547409428,3.767587188292154e-06,3.767587188292154e-06,0.0024557396321975857,0.07701187244098164,0.001194497696610714,0.001194497696610714,0.7785819378649486
0.306,0.00024337161623083276,3.7905926576218464e-06,3.7905926576218464e-06,0.0024749142340646465,0.07718428691642713,0.001202170556289055,0.001202170556289055,0.7849086647574076
0.307,0.00024382777636028084,3.81365496546613e-06,3.81365496546613e-06,0.002494161805223483,0.0773534325643438,0.0012098674999150509,0.0012098674999150509,0.7912633248143133
0.308,0.00024427300743464614,3.836773975500921e-06,3.836773975500921e-06,0.002513482243003481,0.07751929456804194,0.0012175885298232442,0.0012175885298232442,0.7976459308098495
0.309,0.0002447072935331268,3.859949551214015e-06,3.859949551214015e-06,0.0025328754430279693,0.07768186521682813,0.0012253336484250397,0.0012253336484250397,0.8040564951517343
0.31,0.0002451306410499054,3.8831815559881356e-06,3.8831815559881356e-06,0.0025523412992367977,0.07784114385625852,0.0012331028582351065,0.0012331028582351065,0.8104950298878111
0.311,0.00024554307844154685,3.906469853104434e-06,3.906469853104434e-06,0.0025718797039117986,0.07799713681915453,0.0012408961618725625,0.0012408961618725625,0.8169615467135605
0.312,0.0002459446559148883,3.9298143057180855e-06,3.9298143057180855e-06,0.002591490547704954,0.07814985733768297,0.0012487135620533024,0.0012487135620533024,0.823456056980485
0.313,0.0002463354450568813,3.953214776784145e-06,3.953214776784145e-06,0.002611173719668966,0.07829932543691898,0.0012565550615664923,0.0012565550615664923,0.8299785717052628
