,RMSE,RMSE,RMSE,RMSE,Normalized_RMSE_%,Normalized_RMSE_%,Normalized_RMSE_%,Normalized_RMSE_%
,Claude,GPT5,Grok,DeepSeek,Claude,GPT5,Grok,DeepSeek
0.012,1.3110848539017812e-08,6.550902700812229e-09,6.550902700812229e-09,0.0002305138576022095,8.347226405544587e-07,4.170734475471992e-07,4.170734475471992e-07,0.014676024616521535
0.013000000000000001,1.5398394339134155e-08,7.688195824159408e-09,7.688195824159408e-09,0.00027219740765928833,9.803750704273543e-07,4.894871086275474e-07,4.894871086275474e-07,0.017330089542253097
0.014,1.787462873914437e-08,8.916467067049239e-09,8.916467067049239e-09,0.0003172846190464145,1.1380457345672792e-06,5.676955567106644e-07,5.676955567106644e-07,0.0202009458556654
0.015,2.0541749320733217e-08,1.0235714987710913e-08,1.0235714987710913e-08,0.0003657608254415351,1.3078755108959066e-06,6.516991693314785e-07,6.516991693314785e-07,0.023287677157915063
0.016,2.3402425725151566e-08,1.164593835768033e-08,1.164593835768033e-08,0.0004176105595657526,1.4900354142637924e-06,7.414983723942325e-07,7.414983723942325e-07,0.02658931729691283
0.017,2.6459857154278076e-08,1.3147135692685338e-08,1.3147135692685338e-08,0.0004728175646619071,1.684730261503435e-06,8.370936103099016e-07,8.370936103099016e-07,0.030104851084862386
0.018000000000000002,2.971782917197341e-08,1.4739305421699128e-08,1.4739305421699128e-08,0.000531364806595844,1.8922022927670628e-06,9.384853567647409e-07,9.384853567647409e-07,0.033833215054773
0.019,3.3180770113692346e-08,1.6422445996620762e-08,1.6422445996620762e-08,0.0005932344865672445,2.112734768829661e-06,1.0456741217097438e-06,1.0456741217097438e-06,0.037773298255130754
0.02,3.685380665408467e-08,1.8196555642485215e-08,1.8196555642485215e-08,0.0006584080544167009,2.3466555157592143e-06,1.1586604354620893e-06,1.1586604354620893e-06,0.04192394308190139
0.021,4.0742816364979016e-08,2.0061632622191863e-08,2.0061632622191863e-08,0.0007268662225150771,2.594340278997627e-06,1.277444865567578e-06,1.277444865567578e-06,0.04628394614699797
0.022,4.485447805822205e-08,2.201767493783593e-08,2.201767493783593e-08,0.0007985889802201231,2.85621593748795e-06,1.4020279977898088e-06,1.4020279977898088e-06,0.05085205918227949
0.023,4.919631722356336e-08,2.4064680629846303e-08,2.4064680629846303e-08,0.0008735556088856428,3.1327634066123637e-06,1.5324104551648661e-06,1.5324104551648661e-06,0.055626989978167826
0.024,5.377674709681628e-08,2.6202647463532235e-08,2.6202647463532235e-08,0.0009517446974068351,3.4245202640408014e-06,1.6685928780488806e-06,1.6685928780488806e-06,0.06060740335586503
0.025,5.8605103099720465e-08,2.8431573587625093e-08,2.8431573587625093e-08,0.0010331341582857786,3.7320829546733315e-06,1.8105759660616006e-06,1.8105759660616006e-06,0.06579192217217557
0.026000000000000002,6.369167214947772e-08,3.0751456394958204e-08,3.0751456394958204e-08,0.001117701244200054,4.056108670052317e-06,1.9583604055424158e-06,1.9583604055424158e-06,0.07117912835587686
0.027,6.904771306826494e-08,3.316229360430073e-08,3.316229360430073e-08,0.0012054225650569774,4.397316662156381e-06,2.1119469384502517e-06,2.1119469384502517e-06,0.07676756397454898
0.028,7.468546981372424e-08,3.5664082809783264e-08,3.5664082809783264e-08,0.0012962741055156284,4.756489101111862e-06,2.2713363336801642e-06,2.2713363336801642e-06,0.08255573233075651
0.029,8.061817650993159e-08,3.825682145845306e-08,3.825682145845306e-08,0.0013902312429581393,5.134471411764016e-06,2.4365293856428117e-06,2.4365293856428117e-06,0.08854209908643068
0.03,8.686005362572402e-08,4.0940506792758164e-08,4.0940506792758164e-08,0.0014872687658913242,5.532172047420569e-06,2.6075269106102936e-06,2.6075269106102936e-06,0.09472509341427529
0.031,9.342629522235838e-08,4.371513607727749e-08,4.371513607727749e-08,0.0015873608927594622,5.9505616956846736e-06,2.784329761165971e-06,2.784329761165971e-06,0.1011031091750043
0.032,1.0033304754049665e-07,4.6580706672606084e-08,4.6580706672606084e-08,0.0016904812911481487,6.390671933444405e-06,2.966938830921877e-06,2.966938830921877e-06,0.10767450611916156
0.033,1.0759737957670098e-07,4.95372152992987e-08,4.95372152992987e-08,0.0017966030973592944,6.853593372291089e-06,3.1553550076469242e-06,3.1553550076469242e-06,0.11443761111228387
0.034,1.1523724437848369e-07,5.2584659222473956e-08,5.2584659222473956e-08,0.001905698936336585,7.340473213260334e-06,3.3495792487299673e-06,3.3495792487299673e-06,0.121390719382121
0.035,1.2327143419444208e-07,5.572303511740828e-08,5.572303511740828e-08,0.0020177409419202303,7.85251241051407e-06,3.5496125089350858e-06,3.5496125089350858e-06,0.12853209578659489
0.036000000000000004,1.3171952752620362e-07,5.8952339870410226e-08,5.8952339870410226e-08,0.0021327007774101367,8.390962319384934e-06,3.7554557914260645e-06,3.7554557914260645e-06,0.13585997610120024
0.037,1.4060183080585314e-07,6.227256997285051e-08,6.227256997285051e-08,0.0022505496564153658,8.957121002104647e-06,3.967110109178111e-06,3.967110109178111e-06,0.143372568324468
0.038,1.4993931412265157e-07,6.568372229701274e-08,6.568372229701274e-08,0.0023712583639682403,9.55232915434803e-06,4.1845765344145146e-06,4.1845765344145146e-06,0.15106805400014503
0.039,1.597535437460305e-07,6.918579318304113e-08,6.918579318304113e-08,0.0024947972778809123,1.0177965827424257e-05,4.407856140454048e-06,4.407856140454048e-06,0.1589445895547085
0.04,1.70066610173924e-07,7.277877898018852e-08,7.277877898018852e-08,0.0026211363903215564,1.0835443864997929e-05,4.63695003620315e-06,4.63695003620315e-06,0.1670003076487922
0.041,1.8090105424595658e-07,7.646267614289694e-08,7.646267614289694e-08,0.002750245329587856,1.1526205215975822e-05,4.871859372292341e-06,4.871859372292341e-06,0.1752333185411341
0.042,1.9227979228735353e-07,8.023748063664734e-08,8.023748063664734e-08,0.0028820933820546723,1.2251716184970617e-05,5.112585303234358e-06,5.112585303234358e-06,0.18364171146360422
0.043000000000000003,2.0422603949558895e-07,8.410318873889606e-08,8.410318873889606e-08,0.0030166495142727005,1.3013462570013396e-05,5.359129038469336e-06,5.359129038469336e-06,0.19222355600586763
0.044,2.1676323451081745e-07,8.805979656136145e-08,8.805979656136145e-08,0.003153882395195067,1.3812944874794925e-05,5.61149181194304e-06,5.61149181194304e-06,0.200976903508245
0.045,2.2991496471603505e-07,9.210729995873665e-08,9.210729995873665e-08,0.0032937604185082213,1.4651673566421457e-05,5.8696748763033155e-06,5.8696748763033155e-06,0.2098997884612964
0.046,2.437048925523914e-07,9.624569462794614e-08,9.624569462794614e-08,0.003436251725043721,1.5531164396788708e-05,6.133679509238426e-06,6.133679509238426e-06,0.2189902299106679
0.047,2.581566841438758e-07,1.0047497641524411e-07,1.0047497641524411e-07,0.003581324225247314,1.6452933869978883e-05,6.403507033063647e-06,6.403507033063647e-06,0.22824623286572857
0.048,2.732939404640748e-07,1.0479514090950742e-07,1.0479514090950742e-07,0.003728945621681604,1.7418494870462142e-05,6.679158788819039e-06,6.679158788819039e-06,0.23766578971051674
0.049,2.8914013081252827e-07,1.0920618372430967e-07,1.0920618372430967e-07,0.0038790834315386878,1.8429352437244403e-05,6.960636154262132e-06,6.960636154262132e-06,0.2472468816155226
0.05,3.057185298646701e-07,1.1370810023053666e-07,1.1370810023053666e-07,0.004031705009138967,1.9486999764488755e-05,7.2479405268427626e-06,7.2479405268427626e-06,0.25698747994881854
0.051000000000000004,3.2305215713124285e-07,1.1830088570948479e-07,1.1830088570948479e-07,0.004186777568392616,2.059291435439574e-05,7.541073333476822e-06,7.541073333476822e-06,0.26688554768506806
0.052000000000000005,3.4116371946026797e-07,1.2298453565748846e-07,1.2298453565748846e-07,0.004344268205200034,2.1748554362671232e-05,7.840036049982938e-06,7.840036049982938e-06,0.2769390408109338
0.053,3.600755580025023e-07,1.2775904488639467e-07,1.2775904488639467e-07,0.004504143919767724,2.2955355227158354e-05,8.1448301437591e-06,8.1448301437591e-06,0.2871459097254111
0.054,3.7980959621159675e-07,1.3262440874289793e-07,1.3262440874289793e-07,0.004666371638816243,2.4214726361060985e-05,8.455457151529237e-06,8.455457151529237e-06,0.29750410063362415
0.055,4.00387292664751e-07,1.3758062217134928e-07,1.3758062217134928e-07,0.004830918237657031,2.5528048152088857e-05,8.771918619618444e-06,8.771918619618444e-06,0.30801155693263593
0.056,4.218295959838582e-07,1.4262767983187667e-07,1.4262767983187667e-07,0.00499775056211479,2.689666909414089e-05,9.094216111497915e-06,9.094216111497915e-06,0.31866622058780814
0.057,4.4415690243550227e-07,1.4776557655545578e-07,1.4776557655545578e-07,0.00516683545027291,2.8321903088395832e-05,9.422351236818332e-06,9.422351236818332e-06,0.3294660334983024
0.058,4.673890164439988e-07,1.52994307148254e-07,1.52994307148254e-07,0.005338139754018874,2.9805026928752414e-05,9.756325638957103e-06,9.756325638957103e-06,0.340408938850277
0.059000000000000004,4.915451138351195e-07,1.58313866171594e-07,1.58313866171594e-07,0.00551163036036746,3.134727796000832e-05,1.0096140981007028e-05,1.0096140981007028e-05,0.35149288245638816
0.06,5.16643707084503e-07,1.6372424790037378e-07,1.6372424790037378e-07,0.005687274212539629,3.294985186249546e-05,1.0441798943141752e-05,1.0441798943141752e-05,0.3627158140802067
0.061,5.427026126170634e-07,1.6922544692079635e-07,1.6922544692079635e-07,0.005865038330775245,3.461390056612979e-05,1.079330126075599e-05,1.079330126075599e-05,0.3740756887441805
0.062,5.69738920891474e-07,1.748174574003834e-07,1.748174574003834e-07,0.006044889832858168,3.634053034070773e-05,1.1150649677932306e-05,1.1150649677932306e-05,0.3855704680197939
0.063,5.97768967916017e-07,1.8050027347280076e-07,1.8050027347280076e-07,0.006226795954332653,3.813079997613161e-05,1.1513845972003332e-05,1.1513845972003332e-05,0.39719812129859816
0.064,6.268083086356922e-07,1.862738894285425e-07,1.862738894285425e-07,0.006410724068390467,3.998571908062596e-05,1.1882891965738621e-05,1.1882891965738621e-05,0.40895662704282193
0.065,6.568716926545816e-07,1.9213829903155766e-07,1.9213829903155766e-07,0.006596641705408393,4.190624652656124e-05,1.225778948377467e-05,1.225778948377467e-05,0.4208439740142778
0.066,6.879730407984251e-07,1.9809349630275792e-07,1.9809349630275792e-07,0.006784516572116398,4.3893288948532196e-05,1.263854040261668e-05,1.263854040261668e-05,0.43285816248032827
0.067,7.201254240116743e-07,2.04139475026866e-07,2.04139475026866e-07,0.006974316570377173,4.594769938902417e-05,1.3025146619202805e-05,1.3025146619202805e-05,0.4449972053956886
0.068,7.533410436373584e-07,2.1027622891972143e-07,2.1027622891972143e-07,0.007166009815558319,4.8070276030980766e-05,1.3417610061599794e-05,1.3417610061599794e-05,0.45725912955889225
0.069,7.876312129546734e-07,2.165037513989538e-07,2.165037513989538e-07,0.007359564654479021,5.0261761009303736e-05,1.3815932674392573e-05,1.3815932674392573e-05,0.4696419767422687
0.07,8.230063403042093e-07,2.228220362070515e-07,2.228220362070515e-07,0.007554949682913407,5.252283932235167e-05,1.4220116458466529e-05,1.4220116458466529e-05,0.4821438047943105
0.07100000000000001,8.594759140923864e-07,2.2923107656459162e-07,2.2923107656459162e-07,0.007752133762633782,5.485413786207081e-05,1.463016341699762e-05,1.463016341699762e-05,0.49476268871336626
0.07200000000000001,8.970484882641695e-07,2.3573086584519467e-07,2.3573086584519467e-07,0.00795108603797722,5.725622447273896e-05,1.5046075598547651e-05,1.5046075598547651e-05,0.5074967216916141
0.073,9.357316702922858e-07,2.423213972976173e-07,2.423213972976173e-07,0.008151775951919885,5.972960716905882e-05,1.5467855079355256e-05,1.5467855079355256e-05,0.5203440161283266
0.074,9.75532109697511e-07,2.4900266392769785e-07,2.4900266392769785e-07,0.008354173261643841,6.227473338691984e-05,1.5895503955824072e-05,1.5895503955824072e-05,0.5333027046114587
0.075,1.0164554883653887e-06,2.5577465879581004e-07,2.5577465879581004e-07,0.008558248053582268,6.489198934761207e-05,1.6329024363534528e-05,1.6329024363534528e-05,0.5463709408666645
0.076,1.058506512136017e-06,2.626373748142245e-07,2.626373748142245e-07,0.008763970757929283,6.758169950212139e-05,1.676841846433549e-05,1.676841846433549e-05,0.5595469006728679
0.077,1.1016889038948796e-06,2.695908046195216e-07,2.695908046195216e-07,0.008971312162601512,7.034412607009256e-05,1.7213688438222512e-05,1.7213688438222512e-05,0.5728287827435644
0.078,1.1460053976067582e-06,2.766349412815659e-07,2.766349412815659e-07,0.009180243426639513,7.317946863787078e-05,1.766483652863224e-05,1.766483652863224e-05,0.5862148095730957
0.079,1.1914577347856166e-06,2.83769777132867e-07,2.83769777132867e-07,0.009390736093037597,7.608786391098233e-05,1.8121864967724095e-05,1.8121864967724095e-05,0.5997032282471699
0.08,1.2380466610733819e-06,2.9099530470063787e-07,2.9099530470063787e-07,0.009602762100991584,7.906938547251053e-05,1.858477603591841e-05,1.858477603591841e-05,0.613292311216947
0.081,1.2857719252417779e-06,2.983115163035065e-07,2.983115163035065e-07,0.00981629379755508,8.212404369517407e-05,1.9053572036172793e-05,1.9053572036172793e-05,0.6269803570360968
0.082,1.3346322788944182e-06,3.0571840461967633e-07,3.0571840461967633e-07,0.010031303948695175,8.525178569714375e-05,1.9528255330299228e-05,1.9528255330299228e-05,0.6407656910602311
0.083,1.3846254784866348e-06,3.1321596157522003e-07,3.1321596157522003e-07,0.010247765749740062,8.845249544494977e-05,2.00088282679865e-05,2.00088282679865e-05,0.6546466661082351
0.084,1.435748287956251e-06,3.2080417915124475e-07,3.2080417915124475e-07,0.010465652835211213,9.172599389452176e-05,2.049529323837911e-05,2.049529323837911e-05,0.6686216630850125
0.085,1.4879964830674796e-06,3.284830496608021e-07,3.284830496608021e-07,0.010684939288034273,9.507203924080838e-05,2.0987652687802724e-05,2.0987652687802724e-05,0.6826890915652669
0.08600000000000001,1.5413648575068421e-06,3.3625256492974184e-07,3.3625256492974184e-07,0.010905599648123342,9.849032727853023e-05,2.1485909067463286e-05,2.1485909067463286e-05,0.696847390337965
0.08700000000000001,1.5958472303020694e-06,3.4411271658168006e-07,3.4411271658168006e-07,0.01112760892033451,0.00010198049184672124,2.1990064851676683e-05,2.1990064851676683e-05,0.7110950279112094
0.088,1.6514364543581252e-06,3.52063496497976e-07,3.52063496497976e-07,0.011350942581785211,0.00010554210534396196,2.250012256729262e-05,2.250012256729262e-05,0.7254305029772846
0.089,1.7081244271114983e-06,3.6010489622235057e-07,3.6010489622235057e-07,0.011575576588537041,0.00010917467937834618,2.3016084755681265e-05,2.3016084755681265e-05,0.7398523448377157
0.09,1.76590210209289e-06,3.6823690744262757e-07,3.6823690744262757e-07,0.011801487381640817,0.00011287766547494079,2.3537954003550537e-05,2.3537954003550537e-05,0.7543591137882426
0.091,1.8247595025938325e-06,3.764595212176252e-07,3.764595212176252e-07,0.012028651892543103,0.00011665045591721532,2.4065732893562188e-05,2.4065732893562188e-05,0.768949401463646
0.092,1.8846857359702205e-06,3.847727291136507e-07,3.847727291136507e-07,0.012257047547854914,0.00012049238462875266,2.4599424077006658e-05,2.4599424077006658e-05,0.7836218311424519
0.093,1.9456690103016406e-06,3.9317652230447305e-07,3.9317652230447305e-07,0.0124866522734841,0.00012440272820518747,2.5139030216306546e-05,2.5139030216306546e-05,0.798375058011592
0.094,2.007696651913475e-06,4.016708918659081e-07,4.016708918659081e-07,0.01271744449813364,0.00012838070700101943,2.5684554003877302e-05,2.5684554003877302e-05,0.8132077693911421
0.095,2.0707551247117207e-06,4.1025582885669937e-07,4.1025582885669937e-07,0.012949403156169364,0.0001324254863321081,2.6235998167332228e-05,2.6235998167332228e-05,0.8281186849193446
0.096,2.134830050798025e-06,4.1893132398516066e-07,4.1893132398516066e-07,0.013182507689861496,0.00013653617775989435,2.6793365448197626e-05,2.6793365448197626e-05,0.8431065566981705
0.097,2.199906232388284e-06,4.2769736822595587e-07,4.2769736822595587e-07,0.013416738051005161,0.00014071184045892125,2.7356658641389333e-05,2.7356658641389333e-05,0.8581701693997303
0.098,2.2659676755118054e-06,4.365539522222688e-07,4.365539522222688e-07,0.01365207470192621,0.00014495148269825294,2.7925880557015238e-05,2.7925880557015238e-05,0.8733083403339148
0.099,2.3329976147672153e-06,4.455010666944629e-07,4.455010666944629e-07,0.01388849861587937,0.00014925406339059185,2.8501034046546277e-05,2.8501034046546277e-05,0.8885199194776889
0.1,2.4009785398036426e-06,4.545387019392707e-07,4.545387019392707e-07,0.01412599127684708,0.00015361849375194762,2.9082121970813922e-05,2.9082121970813922e-05,0.9038037894665516
0.101,2.4698922226433137e-06,4.6366684833952836e-07,4.6366684833952836e-07,0.01436453467874768,0.00015804363901541048,2.9669147232651574e-05,2.9669147232651574e-05,0.9191588655486832
0.10200000000000001,2.5397197467701506e-06,4.7288549641998066e-07,4.7288549641998066e-07,0.014604111324062996,0.0001625283202582725,3.026211278050693e-05,3.026211278050693e-05,0.9345840955024036
0.10300000000000001,2.6104415374413514e-06,4.821946361990231e-07,4.821946361990231e-07,0.014844704221896094,0.0001670713163078605,3.086102156699637e-05,3.086102156699637e-05,0.9500784595176001
0.10400000000000001,2.6820373930651897e-06,4.915942577837401e-07,4.915942577837401e-07,0.015086296885470597,0.00017167136571614178,3.1465876587014636e-05,3.1465876587014636e-05,0.9656409700418237
0.105,2.7544865178897896e-06,5.010843512067282e-07,5.010843512067282e-07,0.01532887332908433,0.00017632716881886196,3.207668086733175e-05,3.207668086733175e-05,0.9812706715918474
0.106,2.8277675560077693e-06,5.106649063186804e-07,5.106649063186804e-07,0.015572418064530103,0.0001810373898796322,3.269343745975378e-05,3.269343745975378e-05,0.9969666405314745
0.107,2.9018586262626977e-06,5.203359129717479e-07,5.203359129717479e-07,0.01581691609699792,0.0001858006592925618,3.331614945289749e-05,3.331614945289749e-05,1.0127279848164823
0.108,2.9767373585351313e-06,5.30097360755812e-07,5.30097360755812e-07,0.01606235292047329,0.00019061557587411924,3.394481995534351e-05,3.394481995534351e-05,1.0285538437076134
0.109,3.0523809307803967e-06,5.399492392088533e-07,5.399492392088533e-07,0.01630871451264706,0.0001954807092041285,3.457945210914111e-05,3.457945210914111e-05,1.0444433874525711
0.11,3.1287661072373064e-06,5.498915379222344e-07,5.498915379222344e-07,0.016555987329352925,0.0002003946020428354,3.522004909659133e-05,3.522004909659133e-05,1.0603958169380239
0.111,3.205869277614532e-06,5.599242463142153e-07,5.599242463142153e-07,0.016804158298549587,0.0002053557728117717,3.586661412578343e-05,3.586661412578343e-05,1.0764103633126736
0.112,3.2836664971426703e-06,5.700473534842924e-07,5.700473534842924e-07,0.017053214813864626,0.00021036271813134526,3.651915042129973e-05,3.651915042129973e-05,1.0924862875824568
0.113,3.362133527323872e-06,5.802608486527516e-07,5.802608486527516e-07,0.01730314472771847,0.00021541391540448116,3.71776612524097e-05,3.71776612524097e-05,1.1086228801790203
0.114,3.4412458776258304e-06,5.905647208516646e-07,5.905647208516646e-07,0.01755393634404689,0.00022050782546221775,3.7842149913317404e-05,3.7842149913317404e-05,1.124819460502626
0.115,3.520978847758067e-06,6.009589592232894e-07,6.009589592232894e-07,0.0178055784106409,0.00022564289524815986,3.8512619742321535e-05,3.8512619742321535e-05,1.141075376440661
0.116,3.6013075707725295e-06,6.114435524779298e-07,6.114435524779298e-07,0.018058060111123826,0.0002308175605573873,3.91890740871166e-05,3.91890740871166e-05,1.1573900038629985
0.117,3.6822070565848977e-06,6.22018489302848e-07,6.22018489302848e-07,0.018311371056585375,0.0002360302488040483,3.9871516331032934e-05,3.9871516331032934e-05,1.1737627460954394
0.11800000000000001,3.7636522358616863e-06,6.326837585875106e-07,6.326837585875106e-07,0.01856550127689296,0.0002412793818142002,4.055994990752095e-05,4.055994990752095e-05,1.1901930333725175
0.11900000000000001,3.84561800487014e-06,6.434393485266287e-07,6.434393485266287e-07,0.018820441211701056,0.0002465633786822516,4.125437824269541e-05,4.125437824269541e-05,1.2066803222709588
0.12,3.928079269853995e-06,6.542852479484058e-07,6.542852479484058e-07,0.01907618170117934,0.00025188065859897983,4.195480484052626e-05,4.195480484052626e-05,1.223224095125111
0.121,4.011010992542769e-06,6.652214450031282e-07,6.652214450031282e-07,0.019332713976481123,0.0002572296437542585,4.266123319880758e-05,4.266123319880758e-05,1.2398238594256825
0.122,4.094388235258286e-06,6.762479279165984e-07,6.762479279165984e-07,0.01959002964997297,0.00026260876221608474,4.337366685750239e-05,4.337366685750239e-05,1.2564791472031158
0.123,4.178186206390139e-06,6.873646847207684e-07,6.873646847207684e-07,0.019848120705247427,0.0002680164508354472,4.409210938151386e-05,4.409210938151386e-05,1.2731895143969674
0.124,4.2623803056605714e-06,6.985717036846009e-07,6.985717036846009e-07,0.020106979486940325,0.00027345115813993905,4.481656438836701e-05,4.481656438836701e-05,1.2899545402126482
0.125,4.346946169680505e-06,7.09868972576328e-07,7.09868972576328e-07,0.020366598690374237,0.00027891134724836116,4.55470355009309e-05,4.55470355009309e-05,1.3067738264668904
0.126,4.4318597169889125e-06,7.21256479380069e-07,7.21256479380069e-07,0.020626971351049923,0.0002843954987545546,4.6283526393433004e-05,4.6283526393433004e-05,1.3236469969233071
0.127,4.517097193199633e-06,7.327342114977116e-07,7.327342114977116e-07,0.020888090834007403,0.0002899021136205531,4.702604074029453e-05,4.702604074029453e-05,1.3405736966194222
0.128,4.602635215146145e-06,7.443021568158062e-07,7.443021568158062e-07,0.021149950823077846,0.0002954297160079075,4.777458228463684e-05,4.777458228463684e-05,1.3575535911865002
0.129,4.688450815438665e-06,7.559603027260322e-07,7.559603027260322e-07,0.02141254531004828,0.00030097685613798494,4.8529154775469794e-05,4.8529154775469794e-05,1.374586366163575
0.13,4.774521485786045e-06,7.677086366930479e-07,7.677086366930479e-07,0.021675868583759764,0.0003065421130755488,4.9289762004179504e-05,4.9289762004179504e-05,1.3916717263069776
0.131,4.860825220036647e-06,7.795471458554188e-07,7.795471458554188e-07,0.02193991521916028,0.0003121240974968814,5.005640777895692e-05,5.005640777895692e-05,1.40880939489671
0.132,4.94734055614949e-06,7.914758176924094e-07,7.914758176924094e-07,0.022204680066333093,0.00031772145439184086,5.0829095967656955e-05,5.0829095967656955e-05,1.4259991130409853
0.133,5.034046617672306e-06,8.034946391223755e-07,8.034946391223755e-07,0.02247015823952078,0.00032333286573688486,5.160783043995509e-05,5.160783043995509e-05,1.4432406389802073
0.134,5.12092315409968e-06,8.1560359703515e-07,8.1560359703515e-07,0.02273634510616506,0.0003289570530988275,5.239261510157472e-05,5.239261510157472e-05,1.4605337473916757
0.135,5.20795057984287e-06,8.278026784187477e-07,8.278026784187477e-07,0.023003236275982067,0.00033459278015207135,5.3183453902478573e-05,5.3183453902478573e-05,1.477878228696256
0.136,5.295110012539132e-06,8.400918700707354e-07,8.400918700707354e-07,0.023270827590092052,0.0003402388551560583,5.3980350818380044e-05,5.3980350818380044e-05,1.4952738883682302
0.137,5.382383309735626e-06,8.524711586330378e-07,8.524711586330378e-07,0.02353911511022251,0.0003458941333309396,5.478330985302492e-05,5.478330985302492e-05,1.5127205462495321
0.138,5.4697531042749865e-06,8.649405306466345e-07,8.649405306466345e-07,0.02380809510800242,0.0003515575191524424,5.559233504175379e-05,5.559233504175379e-05,1.530218035869493
0.139,5.5572028381403214e-06,8.774999725976442e-07,8.774999725976442e-07,0.024077764054365628,0.00035722796855033347,5.640743045451431e-05,5.640743045451431e-05,1.5477662037712523
0.14,5.644716794680649e-06,8.901494707750988e-07,8.901494707750988e-07,0.024348118609080153,0.0003629044910053532,5.722860018676948e-05,5.722860018676948e-05,1.5653649088459014
0.14100000000000001,5.732280129083239e-06,9.028890116036007e-07,9.028890116036007e-07,0.02461915561041968,0.0003685861515359799,5.805584838093375e-05,5.805584838093375e-05,1.5830140216753965
0.14200000000000002,5.819878897170137e-06,9.157185809319387e-07,9.157185809319387e-07,0.024890872064993255,0.000374272072579928,5.888917918068631e-05,5.888917918068631e-05,1.6007134238852732
0.14300000000000002,5.9075000819028486e-06,9.286381650326309e-07,9.286381650326309e-07,0.025163265137747765,0.0003799614357306946,5.97285967952897e-05,5.97285967952897e-05,1.6184630075080906
0.14400000000000002,5.9951316182488326e-06,9.416477497472859e-07,9.416477497472859e-07,0.025436332142157913,0.0003856534833710938,6.0574105444688835e-05,6.0574105444688835e-05,1.6362626743585467
0.145,6.082762415663539e-06,9.547473208830194e-07,9.547473208830194e-07,0.025710070530617,0.00039134752015569895,6.142570938505226e-05,6.142570938505226e-05,1.654112335421128
0.146,6.170382378284113e-06,9.679368641403516e-07,9.679368641403516e-07,0.02598447788504138,0.0003970429143482559,6.228341290418834e-05,6.228341290418834e-05,1.6720119102511144
0.147,6.2579824228867055e-06,9.812163652030789e-07,9.812163652030789e-07,0.026259551907700646,0.0004027390990172914,6.314722032738182e-05,6.314722032738182e-05,1.6899613263897169
0.148,6.345554494425379e-06,9.945858095904197e-07,9.945858095904197e-07,0.026535290412284696,0.00040843557307808083,6.401713600793458e-05,6.401713600793458e-05,1.7079605187940685
0.149,6.433091579012461e-06,1.008045182514657e-06,1.008045182514657e-06,0.026811691315218128,0.0004141319021718205,6.48931643180524e-05,6.48931643180524e-05,1.72600942928275
0.15,6.520587714044177e-06,1.0215944693305788e-06,1.0215944693305788e-06,0.027088752627231646,0.00041982771936277893,6.577530967782631e-05,6.577530967782631e-05,1.7441080059974634
