X,Y,Z,U1,U2,U3,E11,E22,E33,E12,E13,E23,S11,S22,S33,S12,S13,S23
0,1,0.24,-0.043772928,-0.059427479,0.006114908,0,0,0.02423657,0,-0.082851627,-0.110107485,103871.0162,103871.0162,155806.5243,0,-177539.2006,-235944.6111
0,1,0.28,-0.05026699,-0.06804867,0.007073168,0,0,0.02363219,0,-0.079392237,-0.105408697,101280.8142,101280.8142,151921.2213,0,-170126.222,-225875.7799
0,1,0.32,-0.056475686,-0.076292871,0.008005483,0,0,0.022935998,0,-0.07572952,-0.100671665,98297.13411,98297.13411,147445.7012,0,-162277.5418,-215724.9955
0,1,0.36,-0.062383713,-0.084156136,0.008908047,0,0,0.022141808,0,-0.071885833,-0.095870176,94893.46131,94893.46131,142340.192,0,-154041.0714,-205436.0914
0,1,0.4,-0.067977419,-0.091632099,0.009776828,0,0,0.021244763,0,-0.067880769,-0.090971299,91048.98454,91048.98454,136573.4768,0,-145458.7905,-194938.4987
0,1,0.44,-0.073244636,-0.098711544,0.010607629,0,0,0.02024176,0,-0.063732243,-0.085937896,86750.40062,86750.40062,130125.6009,0,-136569.0912,-184152.6351
0,1,0.48,-0.078174578,-0.105382163,0.011396169,0,0,0.019131966,0,-0.059457309,-0.080730956,81994.13938,81994.13938,122991.2091,0,-127408.5199,-172994.9052
0,1,0.52,-0.082757805,-0.111628497,0.012138186,0,0,0.017917431,0,-0.055072761,-0.075312263,76788.98946,76788.98946,115183.4842,0,-118013.0594,-161383.4201
0,1,0.56,-0.08698622,-0.117432125,0.012829563,0,0,0.016603744,0,-0.050595539,-0.06964782,71158.90155,71158.90155,106738.3523,0,-108419.0119,-149245.3284
0,1,0.6,-0.090853091,-0.122772148,0.013466485,0,0,0.015200619,0,-0.046042966,-0.063712347,65145.51183,65145.51183,97718.26774,0,-98663.49858,-136526.4583
0,1,0.64,-0.094353094,-0.1276261,0.014045613,0,0,0.013722252,0,-0.041432798,-0.057495028,58809.65028,58809.65028,88214.47542,0,-88784.56786,-123203.6315
0,1,0.68,-0.097482339,-0.131971353,0.014564265,0,0,0.012187188,0,-0.036783083,-0.05100637,52230.80723,52230.80723,78346.21085,0,-78820.89295,-109299.3635
0,1,0.72,-0.100238388,-0.135787119,0.015020588,0,0,0.010617443,0,-0.032111822,-0.044285512,45503.32697,45503.32697,68254.99046,0,-68811.0462,-94897.52507
0,1,0.76,-0.102620231,-0.139057035,0.015413661,0,0,0.009036572,0,-0.027436433,-0.037406497,38728.16764,38728.16764,58092.25146,0,-58792.35745,-80156.77966
0,1,0.8,-0.104628217,-0.141772159,0.015743514,0,0,0.007466596,0,-0.022773054,-0.030480928,31999.69886,31999.69886,47999.54829,0,-48799.40184,-65316.27483
0,1,0.84,-0.106263919,-0.143933983,0.016010989,0,0,0.005923991,0,-0.0181357,-0.02365329,25388.5332,25388.5332,38082.7998,0,-38862.21336,-50685.62114
0,1,0.88,-0.107529929,-0.145556685,0.016217433,0,0,0.004415606,0,-0.013535372,-0.017084545,18924.02476,18924.02476,28386.03713,0,-29004.36823,-36609.73872
0,1,0.92,-0.108429579,-0.14666751,0.016364237,0,0,0.002936184,0,-0.008979163,-0.010920229,12583.64784,12583.64784,18875.47177,0,-19241.06387,-23400.49071
0,1,0.96,-0.108966595,-0.147303922,0.016452328,0,0,0.001470036,0,-0.004469239,-0.005241821,6300.152343,6300.152343,9450.228514,0,-9576.940923,-11232.47354
0,1,1,-0.109144657,-0.147506202,0.01648184,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0.04,-0.010479787,-0.010439592,0.003434418,-0.001035872,0,0.086336041,0.00031517,-0.129546146,-0.128654419,363352.4254,365572.1517,550577.9539,675.364151,-277598.8843,-275688.0403
0.04,0,0.08,-0.020643029,-0.020584707,0.006906883,-0.001446359,0,0.087225604,0.000597782,-0.1256783,-0.1246303,364525.9961,367625.3365,554537.345,1280.961399,-269310.6419,-267064.9276
0.04,0,0.12,-0.030452796,-0.03038044,0.010412466,-0.00167548,0,0.088078181,0.00085242,-0.121363299,-0.120120186,366706.9783,370297.2921,559036.252,1826.614285,-260064.212,-257400.3989
0.04,0,0.16,-0.039888387,-0.039803937,0.013953138,-0.001831453,0,0.088998328,0.001083415,-0.116801312,-0.115383165,369647.7794,373572.3212,564283.0235,2321.604418,-250288.5254,-247249.6386
0.04,0,0.2,-0.048936985,-0.048841746,0.017532333,-0.001953907,0,0.090010648,0.001293894,-0.112083388,-0.110501676,373199.0849,377386.0293,570265.9883,2772.629682,-240178.6894,-236789.3068
0.04,0,0.24,-0.057589248,-0.057484205,0.02115399,-0.002061328,0,0.091123903,0.001486177,-0.107246181,-0.105507932,377279.6169,381696.7492,576962.256,3184.664513,-229813.246,-226088.4253
0.04,0,0.28,-0.06583707,-0.065723015,0.024822245,-0.002163557,0,0.092340676,0.00166201,-0.102298485,-0.100411,381837.1742,386473.3677,584346.2451,3561.450842,-219211.0386,-215166.4295
0.04,0,0.32,-0.073672363,-0.073549965,0.028541244,-0.002266126,0,0.093658959,0.001822691,-0.097233862,-0.095207602,386827.5872,391683.5705,592381.339,3905.766872,-208358.2759,-204016.2892
0.04,0,0.36,-0.081086375,-0.080956232,0.032314962,-0.002372012,0,0.095072156,0.001969152,-0.092037792,-0.089888172,392203.4485,397286.3307,601012.3783,4219.611615,-197223.8393,-192617.5112
0.04,0,0.4,-0.088069395,-0.087932073,0.036147016,-0.002482374,0,0.096568701,0.002102038,-0.086692517,-0.084441115,397907.7401,403227.1133,610160.0431,4504.366326,-185769.6793,-180945.2457
0.04,0,0.44,-0.094610744,-0.09446681,0.040040458,-0.002596809,0,0.098131594,0.002221781,-0.081180994,-0.078856324,403870.2028,409434.7927,619716.779,4760.959563,-173959.2731,-168977.8368
0.04,0,0.48,-0.100699034,-0.100549084,0.043997544,-0.002713348,0,0.099738005,0.002328688,-0.07549063,-0.073128492,410005.6415,415819.9587,629544.2553,4990.046613,-161765.6357,-156703.9104
0.04,0,0.52,-0.106322685,-0.106167369,0.048019498,-0.002828326,0,0.101359101,0.002423029,-0.069617175,-0.067260431,416214.0503,422274.749,639472.8222,5192.204139,-149179.6608,-144129.4955
0.04,0,0.56,-0.111470712,-0.111310753,0.052106272,-0.002936209,0,0.102960296,0.002505128,-0.063568883,-0.061266436,422382.7849,428674.6603,649303.8658,5368.132308,-136219.0355,-131285.2191
0.04,0,0.6,-0.116133792,-0.115969998,0.056256322,-0.003029525,0,0.104502218,0.002575462,-0.05737078,-0.05517545,428391.1299,434882.9702,658816.2955,5518.847898,-122937.3847,-118233.1078
0.04,0,0.64,-0.120305559,-0.120138825,0.060466449,-0.003099101,0,0.105942727,0.002634727,-0.051068491,-0.049033537,434117.4629,440758.3945,667778.5234,5645.842989,-109432.4802,-105071.8648
0.04,0,0.68,-0.123984069,-0.123815364,0.06473174,-0.003134862,0,0.107240328,0.002683882,-0.044730571,-0.042904697,439448.7193,446166.2808,675966.9828,5751.176332,-95851.22379,-91938.63569
0.04,0,0.72,-0.127173255,-0.127003577,0.069045675,-0.003127563,0,0.108359223,0.002724148,-0.03844759,-0.036868676,444290.9098,450992.8304,683191.1662,5837.460968,-82387.69359,-79004.30637
0.04,0,0.76,-0.129884047,-0.129714353,0.073400478,-0.003071772,0,0.109275863,0.002756934,-0.032325576,-0.031013982,448578.0201,455160.3889,689322.9521,5907.716099,-69269.09064,-66458.53226
0.04,0,0.8,-0.132134734,-0.131965814,0.077787744,-0.002970239,0,0.109986182,0.002783698,-0.026471004,-0.025424234,452274.9572,458639.7553,694324.431,5965.067965,-56723.5802,-54480.50162
0.04,0,0.84,-0.13394991,-0.13378223,0.082199372,-0.002839313,0,0.110511714,0.002805748,-0.020964932,-0.020156543,455368.9028,461453.1457,698263.9615,6012.317794,-44924.85371,-43192.59255
0.04,0,0.88,-0.135357368,-0.135190861,0.086628682,-0.002714458,0,0.110901838,0.002824008,-0.01582552,-0.015211872,457843.5073,463660.2025,701306.9989,6051.445443,-33911.82804,-32596.86936
0.04,0,0.92,-0.136382314,-0.13621613,0.091071519,-0.002655267,0,0.111230793,0.002838815,-0.010960951,-0.010497348,459633.825,465323.6835,703675.3837,6083.175581,-23487.75252,-22494.3176
0.04,0,0.96,-0.137038582,-0.136870437,0.095527145,-0.002757436,0,0.111606007,0.002849814,-0.006119973,-0.005754059,460585.0879,466493.8787,705649.6089,6106.745235,-13114.22813,-12330.12617
0.04,0,1,-0.137317338,-0.137136779,0.1,-0.00324829,0,0,0.002855755,0,0,-20881.86591,-13921.24394,-13921.24394,6119.474761,0,0
0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.04,0.04,-0.010466117,-0.010466117,0.003404457,-0.001024592,-0.001024592,0.085805951,0.000641284,-0.129381826,-0.129381826,356762.0259,356762.0259,542827.4752,1374.179237,-277246.7711,-277246.7711
0.04,0.04,0.08,-0.020617635,-0.020617635,0.006864476,-0.001431491,-0.001431491,0.086971293,0.001209135,-0.125532761,-0.125532761,357396.7086,357396.7086,546831.2446,2591.004342,-268998.774,-268998.774
0.04,0.04,0.12,-0.030416932,-0.030416932,0.010362161,-0.001658434,-0.001658434,0.08789692,0.001720092,-0.121231649,-0.121231649,358932.1449,358932.1449,550836.4745,3685.910879,-259782.1041,-259782.1041
0.04,0.04,0.16,-0.03984306,-0.03984306,0.01389623,-0.001812757,-0.001812757,0.088837603,0.002183442,-0.116681302,-0.116681302,361310.1864,361310.1864,555560.9576,4678.803986,-250031.3605,-250031.3605
0.04,0.04,0.2,-0.048883054,-0.048883054,0.017469169,-0.001933841,-0.001933841,0.089855793,0.002605567,-0.111973482,-0.111973482,364376.5244,364376.5244,561068.5975,5583.357154,-239943.1763,-239943.1763
0.04,0.04,0.24,-0.057527465,-0.057527465,0.021084693,-0.002040061,-0.002040061,0.090972786,0.002991169,-0.107145255,-0.107145255,368025.5682,368025.5682,567338.8119,6409.64878,-229596.9744,-229596.9744
0.04,0.04,0.28,-0.065768114,-0.065768114,0.024746992,-0.002141199,-0.002141199,0.092196178,0.003343778,-0.102205726,-0.102205726,372185.0567,372185.0567,574336.5797,7165.237773,-219012.2701,-219012.2701
0.04,0.04,0.32,-0.073596854,-0.073596854,0.028460387,-0.002242759,-0.002242759,0.093526358,0.003666003,-0.097148718,-0.097148718,376797.6921,376797.6921,582017.2273,7855.721124,-208175.8234,-208175.8234
0.04,0.04,0.36,-0.081004895,-0.081004895,0.0322291,-0.002347706,-0.002347706,0.094958095,0.003959719,-0.091959918,-0.091959918,381809.2679,381809.2679,590321.6993,8485.112028,-197056.9663,-197056.9663
0.04,0.04,0.4,-0.087982499,-0.087982499,0.036057035,-0.002457204,-0.002457204,0.096480677,0.004226212,-0.086621733,-0.086621733,387161.4293,387161.4293,599171.1757,9056.168921,-185617.9987,-185617.9987
0.04,0.04,0.44,-0.09451897,-0.09451897,0.039947555,-0.002570861,-0.002570861,0.098077547,0.004466341,-0.081117229,-0.081117229,392787.4092,392787.4092,608462.5691,9570.730866,-173822.6339,-173822.6339
0.04,0.04,0.48,-0.100602908,-0.100602908,0.043903239,-0.002686727,-0.002686727,0.099725796,0.004680705,-0.075433866,-0.075433866,398609.9007,398609.9007,618065.3073,10030.08172,-161643.9978,-161643.9978
0.04,0.04,0.52,-0.106222722,-0.106222722,0.047925618,-0.00280116,-0.00280116,0.101395747,0.004869828,-0.06956738,-0.06956738,404540.7762,404540.7762,627819.8631,10435.34534,-149072.9564,-149072.9564
0.04,0.04,0.56,-0.111367418,-0.111367418,0.052014899,-0.002908643,-0.002908643,0.103050895,0.005034352,-0.063525947,-0.063525947,410482.6535,410482.6535,637538.8065,10787.89655,-136127.0282,-136127.0282
0.04,0.04,0.6,-0.116027651,-0.116027651,0.05616969,-0.003001722,-0.003001722,0.104648526,0.005175219,-0.057334451,-0.057334451,416332.3752,416332.3752,647011.4783,11089.75494,-122859.5381,-122859.5381
0.04,0.04,0.64,-0.120197026,-0.120197026,0.060386781,-0.003071222,-0.003071222,0.106141519,0.005293825,-0.051038334,-0.051038334,421986.278,421986.278,656013.5797,11343.90998,-109367.8587,-109367.8587
0.04,0.04,0.68,-0.12387356,-0.12387356,0.064661011,-0.003107052,-0.003107052,0.107481842,0.005392105,-0.044705945,-0.044705945,427346.6179,427346.6179,664322.819,11554.51067,-95798.45254,-95798.45254
0.04,0.04,0.72,-0.127061133,-0.127061133,0.068985328,-0.003099933,-0.003099933,0.108626281,0.005472528,-0.038427668,-0.038427668,432327.6372,432327.6372,671740.9516,11726.84509,-82345.0033,-82345.0033
0.04,0.04,0.76,-0.129770617,-0.129770617,0.073351114,-0.003044373,-0.003044373,0.109544604,0.005537954,-0.03230942,-0.03230942,436858.593,436858.593,678120.6859,11867.04355,-69234.47075,-69234.47075
0.04,0.04,0.8,-0.132020234,-0.132020234,0.077748896,-0.002943047,-0.002943047,0.110229607,0.005591354,-0.026457687,-0.026457687,440879.9592,440879.9592,683392.7895,11981.47212,-56695.0425,-56695.0425
0.04,0.04,0.84,-0.133834524,-0.133834524,0.082169482,-0.002812223,-0.002812223,0.11070728,0.005635397,-0.020953697,-0.020953697,444328.8091,444328.8091,687584.8871,12075.85098,-44900.77837,-44900.77837
0.04,0.04,0.88,-0.13524124,-0.13524124,0.086605479,-0.002687297,-0.002687297,0.111044321,0.005671976,-0.015815949,-0.015815949,447111.7637,447111.7637,690822.3726,12154.23528,-33891.32015,-33891.32015
0.04,0.04,0.92,-0.136265571,-0.136265571,0.091053028,-0.002627825,-0.002627825,0.111353741,0.005701791,-0.010953079,-0.010953079,449075.0485,449075.0485,693321.2632,12218.12413,-23470.88346,-23470.88346
0.04,0.04,0.96,-0.136921365,-0.136921365,0.095513778,-0.002729463,-0.002729463,0.11183715,0.005724169,-0.006114169,-0.006114169,450057.8249,450057.8249,695557.7096,12266.07548,-13101.7902,-13101.7902
0.04,0.04,1,-0.1371998,-0.1371998,0.1,-0.003218949,-0.003218949,0,0.005737402,0,0,-34488.73602,-34488.73602,-27590.98881,12294.43295,0,0
0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.08,0.04,-0.010428484,-0.010521559,0.003350961,-0.001006158,-0.001595995,0.084655701,0.000934093,-0.128926773,-0.13012763,349502.0154,348238.0792,533063.1421,2001.627128,-276271.6571,-278844.9217
0.04,0.08,0.08,-0.020546298,-0.020699226,0.006772456,-0.001405898,-0.002452681,0.086123343,0.001768733,-0.125118714,-0.126305195,349550.6346,347307.5283,537113.2935,3790.141808,-268111.5296,-270653.9901
0.04,0.08,0.12,-0.030315189,-0.030513115,0.010240828,-0.001628777,-0.002964737,0.087222444,0.00252241,-0.120853811,-0.122157776,350633.7548,347770.9834,541029.2278,5405.164618,-258972.4518,-261766.6627
0.04,0.08,0.16,-0.039713712,-0.039948957,0.013750252,-0.001780175,-0.003312035,0.088251906,0.00320723,-0.116335231,-0.117791187,352584.0385,349301.4816,545509.9257,6872.63499,-249289.7801,-252409.6872
0.04,0.08,0.2,-0.04872854,-0.048996454,0.017300981,-0.00189887,-0.003579855,0.089319466,0.003831925,-0.11165561,-0.113269925,355248.4511,351646.3407,550716.3158,8211.26806,-239262.0206,-242721.2681
0.04,0.08,0.24,-0.057349954,-0.05764741,0.020895809,-0.002002995,-0.003812693,0.090471712,0.004403088,-0.106852806,-0.108623742,358519.3952,354641.4715,556679.4822,9435.188895,-228970.2984,-232765.1616
0.04,0.08,0.28,-0.065569568,-0.065894311,0.024538718,-0.002102219,-0.004035633,0.091730255,0.004925729,-0.101936626,-0.103858592,362319.8271,358176.7976,563389.4134,10555.1341,-218435.628,-222554.126
0.04,0.08,0.32,-0.073379083,-0.073729386,0.028234229,-0.002201992,-0.004263458,0.09310377,0.00540359,-0.096901506,-0.098965316,366588.536,362171.1093,570815.1692,11579.12059,-207646.0844,-212068.5349
0.04,0.08,0.36,-0.080769598,-0.081144048,0.031987019,-0.002305264,-0.004504763,0.094592308,0.005839367,-0.091733655,-0.093925809,371269.9229,366556.7125,578907.5774,12512.92865,-196572.118,-201269.59
0.04,0.08,0.4,-0.087731298,-0.088128649,0.035801614,-0.002413207,-0.004763779,0.096188639,0.006234921,-0.086415894,-0.088717667,376307.3582,371270.4171,587597.0272,13360.54449,-185176.9148,-190109.2857
0.04,0.08,0.44,-0.094253437,-0.094672479,0.03968211,-0.002525453,-0.005041002,0.097878296,0.006591493,-0.080931572,-0.083318165,381639.0626,376248.5997,596789.9541,14124.62763,-173424.7977,-178538.9242
0.04,0.08,0.48,-0.100324578,-0.100764023,0.043631878,-0.002640094,-0.005333116,0.099638967,0.006909947,-0.075268283,-0.077708138,387195.9005,381425.1388,606365.3155,14807.02947,-161289.1784,-166517.4384
0.04,0.08,0.52,-0.105933098,-0.106391462,0.047653228,-0.002753528,-0.005632486,0.101439637,0.007191036,-0.06942173,-0.071876163,392900.8205,386731.6239,616171.8877,15409.36382,-148760.8498,-154020.3492
0.04,0.08,0.56,-0.111067964,-0.111543445,0.051747049,-0.002860284,-0.005926473,0.103239868,0.007435683,-0.06339988,-0.065823228,398669.8717,392099.4667,626027.3392,15933.60643,-135856.8856,-141049.7746
0.04,0.08,0.6,-0.115719775,-0.116210136,0.055912417,-0.002952934,-0.006196871,0.104989709,0.007645248,-0.057227251,-0.059567836,404414.7291,397463.4354,635720.393,16382.67492,-122629.8232,-127645.3631
0.04,0.08,0.64,-0.119882053,-0.120384523,0.060146225,-0.003022314,-0.006420016,0.106630989,0.00782176,-0.050948796,-0.053151094,410046.4409,402765.6503,645017.804,16760.91379,-109175.9908,-113895.2023
0.04,0.08,0.68,-0.123552701,-0.124063929,0.064442896,-0.003058306,-0.006568296,0.108100994,0.007968047,-0.044632329,-0.046640766,415479.5917,407958.1857,653678.0921,17074.38551,-95640.70542,-99944.49885
0.04,0.08,0.72,-0.126735452,-0.127251572,0.068794305,-0.003051564,-0.006614125,0.109339689,0.008087733,-0.038367762,-0.040132435,420635.2191,413001.1614,661473.6193,17330.85604,-82216.63368,-85998.07454
0.04,0.08,0.76,-0.129441011,-0.129957902,0.073190071,-0.002996486,-0.006537465,0.110301466,0.008185041,-0.032260726,-0.033744953,425439.7368,417851.924,668221.0622,17539.37277,-69130.12814,-72310.61388
0.04,0.08,0.8,-0.131687425,-0.132201258,0.077618422,-0.002895598,-0.006337598,0.110971446,0.008264377,-0.026417751,-0.027606494,429816.2169,422440.5042,673817.0264,17709.3793,-56609.46732,-59156.77351
0.04,0.08,0.84,-0.133499078,-0.134007208,0.082067787,-0.002765011,-0.006048491,0.111384432,0.008329724,-0.020920531,-0.021827492,433664.674,426628.6447,678270.6225,17849.40865,-44829.70942,-46773.19769
0.04,0.08,0.88,-0.13490361,-0.135405845,0.086529177,-0.002639981,-0.005754791,0.111642057,0.008383924,-0.015788464,-0.016458802,436831.2642,430156.6707,681721.3438,17965.55134,-33832.42251,-35268.86173
0.04,0.08,0.92,-0.135926171,-0.136426356,0.090999152,-0.002579975,-0.005603073,0.111924128,0.008428045,-0.010931396,-0.011439576,439076.1123,432598.0451,684442.048,18060.09551,-23424.42029,-24513.37814
0.04,0.08,0.96,-0.136580649,-0.137088794,0.095483107,-0.002680539,-0.005804421,0.112510606,0.008461097,-0.006099758,-0.006552192,440080.1827,433386.1492,686918.3498,18130.9211,-13070.9106,-14040.41155
0.04,0.08,1,-0.136858346,-0.137394295,0.1,-0.003167734,-0.006628659,0,0.008480387,0,0,-48772.54522,-56188.81197,-41984.54288,18172.25766,0,0
0.04,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.12,0.04,-0.010369467,-0.010593797,0.003283263,-0.000983823,-0.001928555,0.083090003,0.001198256,-0.128210707,-0.130998903,341510.1972,339485.7713,521668.3951,2567.691529,-274737.2297,-280711.936
0.04,0.12,0.08,-0.02043352,-0.020813849,0.0066472,-0.001374498,-0.003133616,0.084792311,0.002277425,-0.124459633,-0.127100097,341129.7784,337360.2409,525772.9407,4880.195559,-266699.2135,-272357.351
0.04,0.12,0.12,-0.03015347,-0.030654111,0.010066648,-0.001592165,-0.003919746,0.08607223,0.003256415,-0.120248331,-0.123027873,341846.73,336859.0574,529699.0059,6978.032091,-257674.9956,-263631.1569
0.04,0.12,0.16,-0.039507352,-0.040108023,0.013532979,-0.001739879,-0.00447402,0.087222323,0.00414845,-0.115778443,-0.118806428,343450.6488,337591.7735,534083.9385,8889.535426,-248096.6632,-254585.2031
0.04,0.12,0.2,-0.048481372,-0.049169443,0.017044433,-0.001855605,-0.004907273,0.088372168,0.004963692,-0.111142858,-0.114460115,345777.8036,339238.5139,539123.0312,10636.48206,-238163.2666,-245271.6746
0.04,0.12,0.24,-0.057065426,-0.057832481,0.020602752,-0.001957134,-0.005285815,0.089589493,0.005710091,-0.106380208,-0.110000031,348719.9039,341587.016,544891.246,12235.90906,-227957.5895,-235714.3515
0.04,0.12,0.28,-0.065250826,-0.066090965,0.024211593,-0.002053976,-0.0056505,0.090911519,0.006393813,-0.101501176,-0.105422824,352200.2328,344493.3959,551412.0073,13701.02879,-217502.5197,-225906.0511
0.04,0.12,0.32,-0.073029041,-0.073937931,0.027875674,-0.002151511,-0.006027107,0.092358016,0.007019515,-0.096501039,-0.100713588,356158.4657,347853.6175,558678.8817,15041.81764,-206787.9404,-215814.8311
0.04,0.12,0.36,-0.080391,-0.081365276,0.031600234,-0.002252669,-0.006431772,0.093937068,0.007590569,-0.091366759,-0.09584944,360541.254,351586.0324,566662.1176,16265.50579,-195785.912,-205391.6562
0.04,0.12,0.4,-0.087326771,-0.088363601,0.035390639,-0.00235863,-0.006873617,0.095647347,0.008109302,-0.086081768,-0.090802952,365296.2169,355621.245,575309.0254,17377.07482,-184460.9321,-194577.7541
0.04,0.12,0.44,-0.093825524,-0.09492225,0.039252022,-0.002469068,-0.007355665,0.097478503,0.008577248,-0.080629846,-0.085545487,370368.156,359896.8765,584541.5225,18379.81657,-172778.2425,-183311.7586
0.04,0.12,0.48,-0.099875767,-0.101029557,0.043188919,-0.002582124,-0.007874605,0.099410407,0.008995456,-0.074998791,-0.080050716,375696.921,364355.8913,594252.3444,19275.97612,-160711.6954,-171537.249
0.04,0.12,0.52,-0.105465825,-0.106673321,0.047204854,-0.002694261,-0.008419769,0.101411718,0.009364822,-0.069184257,-0.074298634,381216.6747,368947.7302,604300.9164,20067.47614,-148251.9802,-159211.3583
0.04,0.12,0.56,-0.110584603,-0.111841536,0.051301857,-0.002800067,-0.008971643,0.103438249,0.009686457,-0.063193898,-0.068280334,386856.4513,373631.6454,614509.9843,20756.69281,-135415.4957,-146315.0021
0.04,0.12,0.6,-0.115222612,-0.1165234,0.055479914,-0.002892162,-0.009500416,0.105431764,0.009962037,-0.057051665,-0.062003654,392541.8807,378381.3349,624664.5787,21347.22135,-122253.5687,-132864.9719
0.04,0.12,0.64,-0.119373243,-0.120710627,0.059736398,-0.002961397,-0.009965388,0.107320285,0.010194116,-0.050801757,-0.055499506,398197.7184,383189.1661,634515.6078,21844.53356,-108860.9081,-118927.5134
0.04,0.12,0.68,-0.123034218,-0.124399024,0.064065537,-0.002997631,-0.010316578,0.10902143,0.010386318,-0.044511151,-0.048828207,403750.3069,388066.8482,643791.1519,22256.39642,-95381.03833,-104631.8715
0.04,0.12,0.72,-0.126209039,-0.127590263,0.068458112,-0.002991431,-0.01050048,0.11045088,0.010543353,-0.038269006,-0.042084163,409128.2294,393037.4112,652218.8951,22592.8992,-82005.01273,-90180.3501
0.04,0.12,0.76,-0.128908142,-0.130293614,0.072901607,-0.002937049,-0.010472301,0.11153813,0.010670773,-0.032180489,-0.035395982,414258.2393,398111.2689,659562.1935,22865.9429,-68958.19142,-75848.53205
0.04,0.12,0.8,-0.131149296,-0.132527242,0.077381163,-0.00283681,-0.010216675,0.112250788,0.010774446,-0.026352172,-0.028917306,419052.4213,403238.4264,665668.704,23088.09886,-56468.94107,-61965.65555
0.04,0.12,0.84,-0.132956632,-0.134318403,0.081881671,-0.002706599,-0.009776558,0.112625693,0.010859737,-0.020866458,-0.022802357,423382.4393,408232.5279,670523.0654,23270.86473,-44713.838,-48862.19403
0.04,0.12,0.88,-0.134357611,-0.135701623,0.086391218,-0.00258147,-0.009284917,0.112799678,0.010930524,-0.01574415,-0.017160828,427039.5275,412674.9979,674284.8442,23422.55109,-33737.46444,-36773.20369
0.04,0.12,0.92,-0.135377318,-0.136713817,0.090905645,-0.002520753,-0.008985249,0.113026856,0.010988282,-0.010897032,-0.011992824,429687.7641,415835.2727,677289.7818,23546.31812,-23350.78343,-25698.90956
0.04,0.12,0.96,-0.136029711,-0.137385718,0.095433367,-0.002619858,-0.009216755,0.11367944,0.011031621,-0.006077641,-0.007119298,430855.2793,416719.0729,680068.062,23639.18689,-13023.51587,-15255.63864
0.04,0.12,1,-0.136306303,-0.137730093,0.1,-0.003103969,-0.010332372,0,0.011056814,0,0,-64235.67949,-79725.11534,-57584.31793,23693.17207,0,0
0.04,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.16,0.04,-0.010291295,-0.010675844,0.003204985,-0.000958675,-0.002114931,0.081209432,0.00143612,-0.127260059,-0.131970136,332813.5244,330335.8323,508888.0384,3077.400905,-272700.1261,-282793.1494
0.04,0.16,0.08,-0.020283441,-0.020949916,0.006496755,-0.001339056,-0.003559477,0.083069459,0.002737225,-0.123578428,-0.127953232,332148.849,327390.8046,513024.2383,5865.4822,-264810.9174,-274185.498
0.04,0.16,0.12,-0.029937492,-0.030826694,0.009850542,-0.00155076,-0.004568478,0.084497503,0.003922409,-0.119434631,-0.123902405,332583.7931,326117.2526,516972.9265,8405.162559,-255931.3522,-265505.1534
0.04,0.16,0.16,-0.039231001,-0.040306879,0.013256555,-0.001694268,-0.00531339,0.085765973,0.005005405,-0.115027496,-0.119788422,333905.0611,326149.7997,521319.8631,10725.86873,-246487.4908,-256689.4754
0.04,0.16,0.2,-0.048149671,-0.049389036,0.01671182,-0.001806621,-0.005912057,0.087009645,0.005997224,-0.110449523,-0.115599104,335947.0983,327149.7375,526267.6693,12851.19525,-236677.5484,-247712.3651
0.04,0.16,0.24,-0.05668295,-0.058070275,0.020217326,-0.001905203,-0.006443617,0.088308696,0.006906756,-0.105739923,-0.111323489,338602.6066,328877.4327,531918.1037,14800.19129,-226585.5488,-238550.334
0.04,0.16,0.28,-0.064821779,-0.066346351,0.023776516,-0.001999329,-0.006961291,0.089712997,0.007741029,-0.100910287,-0.106945254,341797.3379,331164.5609,538323.7491,16587.9198,-216236.3296,-229168.4021
0.04,0.16,0.32,-0.072557338,-0.074211554,0.027394366,-0.002094291,-0.00750117,0.091253291,0.008505407,-0.095956876,-0.102441358,345474.3641,333888.1945,545504.896,18225.87221,-205621.8767,-219517.1962
0.04,0.16,0.36,-0.079880342,-0.08165859,0.031076779,-0.002192992,-0.008087569,0.092946872,0.009203784,-0.090867573,-0.097782902,349584.9207,336953.6841,553456.0584,19722.39446,-194716.227,-209534.7891
0.04,0.16,0.4,-0.086780705,-0.088678538,0.034830116,-0.002296631,-0.008735851,0.09480012,0.009838822,-0.085626586,-0.092936846,354082.8153,340284.4862,562147.2819,21083.18911,-183485.5413,-199150.3836
0.04,0.16,0.44,-0.093247496,-0.095260932,0.038660789,-0.002404923,-0.009453373,0.096808981,0.010412233,-0.080218254,-0.087868172,358920.9558,343817.1357,571522.179,22311.92828,-171896.2584,-188288.9409
0.04,0.16,0.48,-0.099269149,-0.101393991,0.042574834,-0.002516081,-0.010238987,0.098957956,0.01092513,-0.074630653,-0.082542505,364049.3435,347500.2593,581493.7086,23410.99325,-159922.8281,-176876.7959
