Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
3400.0	-0.091482	0.079293	0.139579	-4.360551e-05	-2.909325e-05	7.866852e-06
3600.0	-0.091350	0.076136	0.133005	-4.059870e-05	-2.783161e-05	7.843909e-06
3800.0	-0.091217	0.072980	0.126430	-3.759189e-05	-2.656996e-05	7.820965e-06
4000.0	-0.091084	0.069823	0.119855	-3.458508e-05	-2.530831e-05	7.798022e-06
4200.0	-0.090951	0.066666	0.113281	-3.157828e-05	-2.404666e-05	7.775079e-06
4400.0	-0.090819	0.063509	0.106706	-2.857147e-05	-2.278501e-05	7.752136e-06
4600.0	-0.090686	0.060353	0.100132	-2.556466e-05	-2.152336e-05	7.729192e-06
4800.0	-0.090553	0.057196	0.093557	-2.255785e-05	-2.026172e-05	7.706249e-06
5000.0	-0.090420	0.054039	0.086982	-1.955104e-05	-1.900007e-05	7.683306e-06
5200.0	-0.090288	0.050883	0.080408	-1.654423e-05	-1.773842e-05	7.660363e-06
5400.0	-0.090155	0.047726	0.073833	-1.353742e-05	-1.647677e-05	7.637420e-06
5600.0	-0.090022	0.044569	0.067259	-1.053061e-05	-1.521512e-05	7.614476e-06
5800.0	-0.089890	0.041412	0.060684	-7.523801e-06	-1.395348e-05	7.591533e-06
6000.0	-0.089757	0.038256	0.054110	-4.516991e-06	-1.269183e-05	7.568590e-06

45	13	14	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.007599	0.005767	0.028724	-4.922317e-06	-5.912935e-06	2.050080e-07
200.0	-0.007635	0.005647	0.028643	-4.872270e-06	-5.884582e-06	2.251594e-07
400.0	-0.007671	0.005528	0.028562	-4.822224e-06	-5.856228e-06	2.453108e-07
600.0	-0.007707	0.005408	0.028482	-4.772178e-06	-5.827875e-06	2.654622e-07
800.0	-0.007742	0.005289	0.028401	-4.722131e-06	-5.799522e-06	2.856135e-07
1000.0	-0.007778	0.005169	0.028320	-4.672085e-06	-5.771169e-06	3.057649e-07
1200.0	-0.007814	0.005050	0.028240	-4.622039e-06	-5.742815e-06	3.259163e-07
1400.0	-0.007850	0.004930	0.028159	-4.571993e-06	-5.714462e-06	3.460677e-07
1600.0	-0.007886	0.004811	0.028078	-4.521946e-06	-5.686109e-06	3.662191e-07
1800.0	-0.007922	0.004692	0.027998	-4.471900e-06	-5.657755e-06	3.863704e-07
2000.0	-0.007958	0.004572	0.027917	-4.421854e-06	-5.629402e-06	4.065218e-07
2200.0	-0.007994	0.004453	0.027836	-4.371808e-06	-5.601049e-06	4.266732e-07
2400.0	-0.008030	0.004333	0.027756	-4.321761e-06	-5.572695e-06	4.468246e-07
2600.0	-0.008065	0.004214	0.027675	-4.271715e-06	-5.544342e-06	4.669760e-07
2800.0	-0.008101	0.004094	0.027594	-4.221669e-06	-5.515989e-06	4.871274e-07
3000.0	-0.008137	0.003975	0.027514	-4.171622e-06	-5.487635e-06	5.072787e-07
3200.0	-0.008173	0.003855	0.027433	-4.121576e-06	-5.459282e-06	5.274301e-07
3400.0	-0.008209	0.003736	0.027352	-4.071530e-06	-5.430929e-06	5.475815e-07
3600.0	-0.008245	0.003617	0.027272	-4.021484e-06	-5.402575e-06	5.677329e-07
3800.0	-0.008281	0.003497	0.027191	-3.971437e-06	-5.374222e-06	5.878843e-07
4000.0	-0.008317	0.003378	0.027110	-3.921391e-06	-5.345869e-06	6.080356e-07
4200.0	-0.008353	0.003258	0.027030	-3.871345e-06	-5.317515e-06	6.281870e-07
4400.0	-0.008388	0.003139	0.026949	-3.821299e-06	-5.289162e-06	6.483384e-07
4600.0	-0.008424	0.003019	0.026868	-3.771252e-06	-5.260809e-06	6.684898e-07
4800.0	-0.008460	0.002900	0.026787	-3.721206e-06	-5.232455e-06	6.886412e-07
5000.0	-0.008496	0.002780	0.026707	-3.671160e-06	-5.204102e-06	7.087926e-07
5200.0	-0.008532	0.002661	0.026626	-3.621113e-06	-5.175749e-06	7.289439e-07
5400.0	-0.008568	0.002541	0.026545	-3.571067e-06	-5.147396e-06	7.490953e-07
5600.0	-0.008604	0.002422	0.026465	-3.521021e-06	-5.119042e-06	7.692467e-07
5800.0	-0.008640	0.002303	0.026384	-3.470975e-06	-5.090689e-06	7.893981e-07
6000.0	-0.008676	0.002183	0.026303	-3.420928e-06	-5.062336e-06	8.095495e-07

46	25	26	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.030448	0.017832	0.048153	-5.108162e-06	-1.241481e-05	1.443054e-06
200.0	-0.030482	0.017415	0.048008	-5.016215e-06	-1.221630e-05	1.467237e-06
400.0	-0.030516	0.016998	0.047864	-4.924267e-06	-1.201780e-05	1.491420e-06
600.0	-0.030551	0.016580	0.047719	-4.832320e-06	-1.181930e-05	1.515604e-06
800.0	-0.030585	0.016163	0.047575	-4.740373e-06	-1.162079e-05	1.539787e-06
1000.0	-0.030619	0.015746	0.047430	-4.648426e-06	-1.142229e-05	1.563970e-06
1200.0	-0.030653	0.015328	0.047286	-4.556479e-06	-1.122379e-05	1.588153e-06
1400.0	-0.030687	0.014911	0.047141	-4.464532e-06	-1.102528e-05	1.612337e-06
1600.0	-0.030722	0.014494	0.046996	-4.372585e-06	-1.082678e-05	1.636520e-06
1800.0	-0.030756	0.014076	0.046852	-4.280637e-06	-1.062828e-05	1.660703e-06
2000.0	-0.030790	0.013659	0.046707	-4.188690e-06	-1.042977e-05	1.684887e-06
2200.0	-0.030824	0.013242	0.046563	-4.096743e-06	-1.023127e-05	1.709070e-06
2400.0	-0.030858	0.012824	0.046418	-4.004796e-06	-1.003277e-05	1.733253e-06
2600.0	-0.030893	0.012407	0.046274	-3.912849e-06	-9.834264e-06	1.757437e-06
2800.0	-0.030927	0.011990	0.046129	-3.820902e-06	-9.635761e-06	1.781620e-06
3000.0	-0.030961	0.011572	0.045985	-3.728954e-06	-9.437258e-06	1.805803e-06
3200.0	-0.030995	0.011155	0.045840	-3.637007e-06	-9.238754e-06	1.829986e-06
3400.0	-0.031029	0.010738	0.045695	-3.545060e-06	-9.040251e-06	1.854170e-06
3600.0	-0.031064	0.010320	0.045551	-3.453113e-06	-8.841748e-06	1.878353e-06
3800.0	-0.031098	0.009903	0.045406	-3.361166e-06	-8.643245e-06	1.902536e-06
4000.0	-0.031132	0.009486	0.045262	-3.269219e-06	-8.444741e-06	1.926720e-06
4200.0	-0.031166	0.009068	0.045117	-3.177271e-06	-8.246238e-06	1.950903e-06
4400.0	-0.031200	0.008651	0.044973	-3.085324e-06	-8.047735e-06	1.975086e-06
4600.0	-0.031235	0.008234	0.044828	-2.993377e-06	-7.849231e-06	1.999270e-06
4800.0	-0.031269	0.007816	0.044683	-2.901430e-06	-7.650728e-06	2.023453e-06
5000.0	-0.031303	0.007399	0.044539	-2.809483e-06	-7.452225e-06	2.047636e-06
5200.0	-0.031337	0.006982	0.044394	-2.717536e-06	-7.253722e-06	2.071819e-06
5400.0	-0.031371	0.006564	0.044250	-2.625589e-06	-7.055218e-06	2.096003e-06
5600.0	-0.031406	0.006147	0.044105	-2.533641e-06	-6.856715e-06	2.120186e-06
5800.0	-0.031440	0.005730	0.043961	-2.441694e-06	-6.658212e-06	2.144369e-06
6000.0	-0.031474	0.005312	0.043816	-2.349747e-06	-6.459708e-06	2.168553e-06

47	37	38	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.064032	0.038667	0.057890	-1.133677e-05	-1.256897e-05	7.568590e-06
200.0	-0.063922	0.037645	0.057711	-1.109665e-05	-1.241882e-05	7.432133e-06
400.0	-0.063811	0.036622	0.057532	-1.085652e-05	-1.226867e-05	7.295676e-06
600.0	-0.063700	0.035599	0.057353	-1.061640e-05	-1.211852e-05	7.159219e-06
800.0	-0.063590	0.034576	0.057174	-1.037627e-05	-1.196837e-05	7.022762e-06
1000.0	-0.063479	0.033554	0.056995	-1.013614e-05	-1.181822e-05	6.886305e-06
1200.0	-0.063368	0.032531	0.056816	-9.896018e-06	-1.166807e-05	6.749847e-06
1400.0	-0.063258	0.031508	0.056637	-9.655892e-06	-1.151792e-05	6.613390e-06
1600.0	-0.063147	0.030485	0.056458	-9.415766e-06	-1.136777e-05	6.476933e-06
1800.0	-0.063037	0.029463	0.056279	-9.175641e-06	-1.121762e-05	6.340476e-06
2000.0	-0.062926	0.028440	0.056099	-8.935515e-06	-1.106747e-05	6.204019e-06
2200.0	-0.062815	0.027417	0.055920	-8.695389e-06	-1.091732e-05	6.067562e-06
2400.0	-0.062705	0.026394	0.055741	-8.455263e-06	-1.076717e-05	5.931105e-06
2600.0	-0.062594	0.025372	0.055562	-8.215137e-06	-1.061702e-05	5.794648e-06
2800.0	-0.062483	0.024349	0.055383	-7.975012e-06	-1.046687e-05	5.658191e-06
3000.0	-0.062373	0.023326	0.055204	-7.734886e-06	-1.031672e-05	5.521734e-06
3200.0	-0.062262	0.022304	0.055025	-7.494760e-06	-1.016656e-05	5.385276e-06
3400.0	-0.062152	0.021281	0.054846	-7.254634e-06	-1.001641e-05	5.248819e-06
3600.0	-0.062041	0.020258	0.054667	-7.014508e-06	-9.866264e-06	5.112362e-06
3800.0	-0.061930	0.019235	0.054488	-6.774383e-06	-9.716113e-06	4.975905e-06
4000.0	-0.061820	0.018213	0.054308	-6.534257e-06	-9.565963e-06	4.839448e-06
4200.0	-0.061709	0.017190	0.054129	-6.294131e-06	-9.415812e-06	4.702991e-06
4400.0	-0.061598	0.016167	0.053950	-6.054005e-06	-9.265662e-06	4.566534e-06
4600.0	-0.061488	0.015144	0.053771	-5.813879e-06	-9.115511e-06	4.430077e-06
4800.0	-0.061377	0.014122	0.053592	-5.573754e-06	-8.965361e-06	4.293620e-06
5000.0	-0.061266	0.013099	0.053413	-5.333628e-06	-8.815210e-06	4.157163e-06
5200.0	-0.061156	0.012076	0.053234	-5.093502e-06	-8.665060e-06	4.020705e-06
5400.0	-0.061045	0.011054	0.053055	-4.853376e-06	-8.514910e-06	3.884248e-06
5600.0	-0.060935	0.010031	0.052876	-4.613250e-06	-8.364759e-06	3.747791e-06
5800.0	-0.060824	0.009008	0.052697	-4.373125e-06	-8.214609e-06	3.611334e-06
6000.0	-0.060713	0.007985	0.052517	-4.132999e-06	-8.064458e-06	3.474877e-06

48	17	18	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.009886	0.005834	0.031008	-1.435335e-06	-6.528706e-06	4.824837e-07
200.0	-0.009924	0.005715	0.030950	-1.402532e-06	-6.505533e-06	4.921864e-07
400.0	-0.009961	0.005595	0.030893	-1.369729e-06	-6.482360e-06	5.018890e-07
600.0	-0.009999	0.005476	0.030836	-1.336925e-06	-6.459188e-06	5.115917e-07
800.0	-0.010037	0.005357	0.030778	-1.304122e-06	-6.436015e-06	5.212944e-07
1000.0	-0.010075	0.005237	0.030721	-1.271319e-06	-6.412842e-06	5.309971e-07
1200.0	-0.010112	0.005118	0.030664	-1.238515e-06	-6.389670e-06	5.406997e-07
1400.0	-0.010150	0.004998	0.030607	-1.205712e-06	-6.366497e-06	5.504024e-07
1600.0	-0.010188	0.004879	0.030549	-1.172908e-06	-6.343324e-06	5.601051e-07
1800.0	-0.010226	0.004759	0.030492	-1.140105e-06	-6.320152e-06	5.698078e-07
2000.0	-0.010263	0.004640	0.030435	-1.107302e-06	-6.296979e-06	5.795105e-07
2200.0	-0.010301	0.004520	0.030377	-1.074498e-06	-6.273806e-06	5.892131e-07
2400.0	-0.010339	0.004401	0.030320	-1.041695e-06	-6.250634e-06	5.989158e-07
2600.0	-0.010377	0.004282	0.030263	-1.008892e-06	-6.227461e-06	6.086185e-07
2800.0	-0.010414	0.004162	0.030206	-9.760882e-07	-6.204288e-06	6.183212e-07
3000.0	-0.010452	0.004043	0.030148	-9.432848e-07	-6.181116e-06	6.280238e-07
3200.0	-0.010490	0.003923	0.030091	-9.104814e-07	-6.157943e-06	6.377265e-07
3400.0	-0.010528	0.003804	0.030034	-8.776780e-07	-6.134770e-06	6.474292e-07
3600.0	-0.010565	0.003684	0.029976	-8.448746e-07	-6.111598e-06	6.571319e-07
3800.0	-0.010603	0.003565	0.029919	-8.120713e-07	-6.088425e-06	6.668346e-07
4000.0	-0.010641	0.003446	0.029862	-7.792679e-07	-6.065252e-06	6.765372e-07
4200.0	-0.010679	0.003326	0.029804	-7.464645e-07	-6.042080e-06	6.862399e-07
4400.0	-0.010716	0.003207	0.029747	-7.136611e-07	-6.018907e-06	6.959426e-07
4600.0	-0.010754	0.003087	0.029690	-6.808578e-07	-5.995734e-06	7.056453e-07
4800.0	-0.010792	0.002968	0.029633	-6.480544e-07	-5.972562e-06	7.153479e-07
5000.0	-0.010830	0.002848	0.029575	-6.152510e-07	-5.949389e-06	7.250506e-07
5200.0	-0.010867	0.002729	0.029518	-5.824476e-07	-5.926216e-06	7.347533e-07
5400.0	-0.010905	0.002609	0.029461	-5.496442e-07	-5.903043e-06	7.444560e-07
5600.0	-0.010943	0.002490	0.029403	-5.168409e-07	-5.879871e-06	7.541587e-07
5800.0	-0.010981	0.002371	0.029346	-4.840375e-07	-5.856698e-06	7.638613e-07
6000.0	-0.011018	0.002251	0.029289	-4.512341e-07	-5.833525e-06	7.735640e-07

49	29	30	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.037445	0.017926	0.051713	-3.299872e-06	-1.334598e-05	1.808703e-06
200.0	-0.037480	0.017506	0.051612	-3.207591e-06	-1.315348e-05	1.823059e-06
400.0	-0.037515	0.017087	0.051511	-3.115309e-06	-1.296098e-05	1.837414e-06
600.0	-0.037550	0.016667	0.051409	-3.023028e-06	-1.276848e-05	1.851769e-06
800.0	-0.037585	0.016248	0.051308	-2.930746e-06	-1.257598e-05	1.866124e-06
1000.0	-0.037620	0.015828	0.051207	-2.838465e-06	-1.238348e-05	1.880479e-06
1200.0	-0.037655	0.015408	0.051106	-2.746183e-06	-1.219098e-05	1.894834e-06
1400.0	-0.037690	0.014989	0.051005	-2.653902e-06	-1.199848e-05	1.909189e-06
1600.0	-0.037725	0.014569	0.050904	-2.561620e-06	-1.180598e-05	1.923544e-06
1800.0	-0.037760	0.014150	0.050802	-2.469338e-06	-1.161348e-05	1.937900e-06
2000.0	-0.037795	0.013730	0.050701	-2.377057e-06	-1.142098e-05	1.952255e-06
2200.0	-0.037829	0.013311	0.050600	-2.284775e-06	-1.122848e-05	1.966610e-06
2400.0	-0.037864	0.012891	0.050499	-2.192494e-06	-1.103598e-05	1.980965e-06
2600.0	-0.037899	0.012472	0.050398	-2.100212e-06	-1.084348e-05	1.995320e-06
2800.0	-0.037934	0.012052	0.050297	-2.007931e-06	-1.065098e-05	2.009675e-06
3000.0	-0.037969	0.011633	0.050196	-1.915649e-06	-1.045848e-05	2.024030e-06
3200.0	-0.038004	0.011213	0.050094	-1.823368e-06	-1.026598e-05	2.038385e-06
3400.0	-0.038039	0.010794	0.049993	-1.731086e-06	-1.007348e-05	2.052741e-06
3600.0	-0.038074	0.010374	0.049892	-1.638804e-06	-9.880977e-06	2.067096e-06
3800.0	-0.038109	0.009955	0.049791	-1.546523e-06	-9.688476e-06	2.081451e-06
4000.0	-0.038144	0.009535	0.049690	-1.454241e-06	-9.495976e-06	2.095806e-06
4200.0	-0.038179	0.009116	0.049589	-1.361960e-06	-9.303475e-06	2.110161e-06
4400.0	-0.038213	0.008696	0.049488	-1.269678e-06	-9.110975e-06	2.124516e-06
4600.0	-0.038248	0.008277	0.049386	-1.177397e-06	-8.918474e-06	2.138871e-06
4800.0	-0.038283	0.007857	0.049285	-1.085115e-06	-8.725974e-06	2.153226e-06
5000.0	-0.038318	0.007438	0.049184	-9.928335e-07	-8.533474e-06	2.167582e-06
5200.0	-0.038353	0.007018	0.049083	-9.005519e-07	-8.340973e-06	2.181937e-06
5400.0	-0.038388	0.006599	0.048982	-8.082704e-07	-8.148473e-06	2.196292e-06
5600.0	-0.038423	0.006179	0.048881	-7.159888e-07	-7.955972e-06	2.210647e-06
5800.0	-0.038458	0.005760	0.048780	-6.237073e-07	-7.763472e-06	2.225002e-06
6000.0	-0.038493	0.005340	0.048678	-5.314257e-07	-7.570971e-06	2.239357e-06

50	41	42	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.076895	0.038388	0.061880	-1.990130e-06	-1.263040e-05	5.908697e-06
200.0	-0.076771	0.037368	0.061757	-1.930124e-06	-1.250351e-05	5.843904e-06
400.0	-0.076647	0.036348	0.061633	-1.870118e-06	-1.237661e-05	5.779112e-06
600.0	-0.076523	0.035327	0.061510	-1.810111e-06	-1.224972e-05	5.714319e-06
800.0	-0.076399	0.034307	0.061387	-1.750105e-06	-1.212282e-05	5.649527e-06
1000.0	-0.076275	0.033287	0.061264	-1.690099e-06	-1.199593e-05	5.584734e-06
1200.0	-0.076151	0.032266	0.061141	-1.630092e-06	-1.186903e-05	5.519942e-06
1400.0	-0.076027	0.031246	0.061017	-1.570086e-06	-1.174214e-05	5.455149e-06
1600.0	-0.075903	0.030226	0.060894	-1.510080e-06	-1.161524e-05	5.390356e-06
1800.0	-0.075779	0.029205	0.060771	-1.450073e-06	-1.148835e-05	5.325564e-06
2000.0	-0.075655	0.028185	0.060648	-1.390067e-06	-1.136145e-05	5.260771e-06
2200.0	-0.075531	0.027164	0.060525	-1.330061e-06	-1.123456e-05	5.195979e-06
2400.0	-0.075407	0.026144	0.060402	-1.270055e-06	-1.110766e-05	5.131186e-06
2600.0	-0.075283	0.025124	0.060278	-1.210048e-06	-1.098077e-05	5.066394e-06
2800.0	-0.075159	0.024103	0.060155	-1.150042e-06	-1.085387e-05	5.001601e-06
3000.0	-0.075035	0.023083	0.060032	-1.090036e-06	-1.072698e-05	4.936809e-06
3200.0	-0.074911	0.022063	0.059909	-1.030029e-06	-1.060008e-05	4.872016e-06
3400.0	-0.074787	0.021042	0.059786	-9.700230e-07	-1.047319e-05	4.807224e-06
3600.0	-0.074663	0.020022	0.059662	-9.100167e-07	-1.034629e-05	4.742431e-06
3800.0	-0.074539	0.019002	0.059539	-8.500104e-07	-1.021940e-05	4.677638e-06
4000.0	-0.074415	0.017981	0.059416	-7.900041e-07	-1.009250e-05	4.612846e-06
4200.0	-0.074291	0.016961	0.059293	-7.299978e-07	-9.965607e-06	4.548053e-06
4400.0	-0.074167	0.015941	0.059170	-6.699915e-07	-9.838712e-06	4.483261e-06
4600.0	-0.074043	0.014920	0.059046	-6.099852e-07	-9.711817e-06	4.418468e-06
4800.0	-0.073919	0.013900	0.058923	-5.499789e-07	-9.584922e-06	4.353676e-06
5000.0	-0.073795	0.012880	0.058800	-4.899726e-07	-9.458027e-06	4.288883e-06
5200.0	-0.073671	0.011859	0.058677	-4.299663e-07	-9.331132e-06	4.224091e-06
5400.0	-0.073547	0.010839	0.058554	-3.699600e-07	-9.204237e-06	4.159298e-06
5600.0	-0.073423	0.009818	0.058431	-3.099537e-07	-9.077343e-06	4.094506e-06
5800.0	-0.073299	0.008798	0.058307	-2.499474e-07	-8.950448e-06	4.029713e-06
6000.0	-0.073175	0.007778	0.058184	-1.899411e-07	-8.823553e-06	3.964920e-06

51	21	22	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.012173	0.005901	0.027091	4.656599e-07	-7.144476e-06	2.050080e-07
200.0	-0.012213	0.005781	0.027057	5.157061e-07	-7.126484e-06	2.251594e-07
400.0	-0.012252	0.005662	0.027023	5.657524e-07	-7.108492e-06	2.453108e-07
600.0	-0.012292	0.005542	0.026989	6.157987e-07	-7.090500e-06	2.654622e-07
800.0	-0.012331	0.005423	0.026955	6.658450e-07	-7.072508e-06	2.856135e-07
1000.0	-0.012371	0.005303	0.026921	7.158912e-07	-7.054516e-06	3.057649e-07
1200.0	-0.012411	0.005184	0.026887	7.659375e-07	-7.036524e-06	3.259163e-07
1400.0	-0.012450	0.005065	0.026853	8.159838e-07	-7.018532e-06	3.460677e-07
1600.0	-0.012490	0.004945	0.026819	8.660301e-07	-7.000540e-06	3.662191e-07
1800.0	-0.012529	0.004826	0.026785	9.160763e-07	-6.982548e-06	3.863704e-07
2000.0	-0.012569	0.004706	0.026752	9.661226e-07	-6.964556e-06	4.065218e-07
2200.0	-0.012609	0.004587	0.026718	1.016169e-06	-6.946564e-06	4.266732e-07
2400.0	-0.012648	0.004467	0.026684	1.066215e-06	-6.928572e-06	4.468246e-07
2600.0	-0.012688	0.004348	0.026650	1.116261e-06	-6.910580e-06	4.669760e-07
2800.0	-0.012727	0.004228	0.026616	1.166308e-06	-6.892588e-06	4.871274e-07
3000.0	-0.012767	0.004109	0.026582	1.216354e-06	-6.874596e-06	5.072787e-07
3200.0	-0.012807	0.003989	0.026548	1.266400e-06	-6.856604e-06	5.274301e-07
3400.0	-0.012846	0.003870	0.026514	1.316447e-06	-6.838612e-06	5.475815e-07
3600.0	-0.012886	0.003751	0.026480	1.366493e-06	-6.820620e-06	5.677329e-07
3800.0	-0.012925	0.003631	0.026446	1.416539e-06	-6.802628e-06	5.878843e-07
4000.0	-0.012965	0.003512	0.026412	1.466585e-06	-6.784636e-06	6.080356e-07
4200.0	-0.013005	0.003392	0.026379	1.516632e-06	-6.766644e-06	6.281870e-07
4400.0	-0.013044	0.003273	0.026345	1.566678e-06	-6.748652e-06	6.483384e-07
4600.0	-0.013084	0.003153	0.026311	1.616724e-06	-6.730660e-06	6.684898e-07
4800.0	-0.013124	0.003034	0.026277	1.666770e-06	-6.712668e-06	6.886412e-07
5000.0	-0.013163	0.002914	0.026243	1.716817e-06	-6.694676e-06	7.087926e-07
5200.0	-0.013203	0.002795	0.026209	1.766863e-06	-6.676683e-06	7.289439e-07
5400.0	-0.013242	0.002676	0.026175	1.816909e-06	-6.658691e-06	7.490953e-07
5600.0	-0.013282	0.002556	0.026141	1.866956e-06	-6.640699e-06	7.692467e-07
5800.0	-0.013322	0.002437	0.026107	1.917002e-06	-6.622707e-06	7.893981e-07
6000.0	-0.013361	0.002317	0.026073	1.967048e-06	-6.604715e-06	8.095495e-07

52	33	34	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.044443	0.017881	0.045176	-1.744375e-06	-1.427716e-05	1.443054e-06
200.0	-0.044478	0.017464	0.045118	-1.652427e-06	-1.409066e-05	1.467237e-06
400.0	-0.044514	0.017047	0.045060	-1.560480e-06	-1.390417e-05	1.491420e-06
600.0	-0.044550	0.016629	0.045003	-1.468533e-06	-1.371767e-05	1.515604e-06
800.0	-0.044585	0.016212	0.044945	-1.376586e-06	-1.353117e-05	1.539787e-06
1000.0	-0.044621	0.015795	0.044887	-1.284639e-06	-1.334467e-05	1.563970e-06
1200.0	-0.044657	0.015377	0.044829	-1.192692e-06	-1.315818e-05	1.588153e-06
1400.0	-0.044692	0.014960	0.044772	-1.100745e-06	-1.297168e-05	1.612337e-06
1600.0	-0.044728	0.014543	0.044714	-1.008797e-06	-1.278518e-05	1.636520e-06
1800.0	-0.044763	0.014126	0.044656	-9.168502e-07	-1.259868e-05	1.660703e-06
2000.0	-0.044799	0.013708	0.044598	-8.249031e-07	-1.241219e-05	1.684887e-06
2200.0	-0.044835	0.013291	0.044541	-7.329559e-07	-1.222569e-05	1.709070e-06
2400.0	-0.044870	0.012874	0.044483	-6.410088e-07	-1.203919e-05	1.733253e-06
2600.0	-0.044906	0.012456	0.044425	-5.490616e-07	-1.185269e-05	1.757437e-06
2800.0	-0.044941	0.012039	0.044368	-4.571145e-07	-1.166620e-05	1.781620e-06
3000.0	-0.044977	0.011622	0.044310	-3.651673e-07	-1.147970e-05	1.805803e-06
3200.0	-0.045013	0.011204	0.044252	-2.732201e-07	-1.129320e-05	1.829986e-06
3400.0	-0.045048	0.010787	0.044194	-1.812730e-07	-1.110670e-05	1.854170e-06
3600.0	-0.045084	0.010370	0.044137	-8.932583e-08	-1.092021e-05	1.878353e-06
3800.0	-0.045120	0.009952	0.044079	2.621331e-09	-1.073371e-05	1.902536e-06
4000.0	-0.045155	0.009535	0.044021	9.456849e-08	-1.054721e-05	1.926720e-06
4200.0	-0.045191	0.009118	0.043963	1.865156e-07	-1.036071e-05	1.950903e-06
4400.0	-0.045226	0.008700	0.043906	2.784628e-07	-1.017422e-05	1.975086e-06
4600.0	-0.045262	0.008283	0.043848	3.704100e-07	-9.987717e-06	1.999270e-06
4800.0	-0.045298	0.007866	0.043790	4.623571e-07	-9.801220e-06	2.023453e-06
5000.0	-0.045333	0.007448	0.043733	5.543043e-07	-9.614722e-06	2.047636e-06
5200.0	-0.045369	0.007031	0.043675	6.462514e-07	-9.428225e-06	2.071819e-06
5400.0	-0.045405	0.006614	0.043617	7.381986e-07	-9.241727e-06	2.096003e-06
5600.0	-0.045440	0.006196	0.043559	8.301457e-07	-9.055229e-06	2.120186e-06
5800.0	-0.045476	0.005779	0.043502	9.220929e-07	-8.868732e-06	2.144369e-06
6000.0	-0.045511	0.005362	0.043444	1.014040e-06	-8.682234e-06	2.168553e-06

53	45	46	X-beam	6000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	-0.089757	0.038256	0.054110	-4.516991e-06	-1.269183e-05	7.568590e-06
200.0	-0.089620	0.037233	0.054042	-4.276865e-06	-1.258819e-05	7.432133e-06
400.0	-0.089482	0.036210	0.053975	-4.036740e-06	-1.248455e-05	7.295676e-06
600.0	-0.089345	0.035188	0.053908	-3.796614e-06	-1.238091e-05	7.159219e-06
800.0	-0.089208	0.034165	0.053840	-3.556488e-06	-1.227727e-05	7.022762e-06
1000.0	-0.089070	0.033142	0.053773	-3.316362e-06	-1.217363e-05	6.886305e-06
1200.0	-0.088933	0.032119	0.053706	-3.076236e-06	-1.206999e-05	6.749847e-06
1400.0	-0.088796	0.031097	0.053639	-2.836111e-06	-1.196635e-05	6.613390e-06
1600.0	-0.088658	0.030074	0.053571	-2.595985e-06	-1.186271e-05	6.476933e-06
1800.0	-0.088521	0.029051	0.053504	-2.355859e-06	-1.175907e-05	6.340476e-06
2000.0	-0.088383	0.028028	0.053437	-2.115733e-06	-1.165543e-05	6.204019e-06
2200.0	-0.088246	0.027006	0.053370	-1.875607e-06	-1.155179e-05	6.067562e-06
2400.0	-0.088109	0.025983	0.053302	-1.635482e-06	-1.144816e-05	5.931105e-06
2600.0	-0.087971	0.024960	0.053235	-1.395356e-06	-1.134452e-05	5.794648e-06
2800.0	-0.087834	0.023938	0.053168	-1.155230e-06	-1.124088e-05	5.658191e-06
3000.0	-0.087697	0.022915	0.053100	-9.151042e-07	-1.113724e-05	5.521734e-06
3200.0	-0.087559	0.021892	0.053033	-6.749784e-07	-1.103360e-05	5.385276e-06
3400.0	-0.087422	0.020869	0.052966	-4.348526e-07	-1.092996e-05	5.248819e-06
3600.0	-0.087285	0.019847	0.052899	-1.947268e-07	-1.082632e-05	5.112362e-06
3800.0	-0.087147	0.018824	0.052831	4.539895e-08	-1.072268e-05	4.975905e-06
4000.0	-0.087010	0.017801	0.052764	2.855247e-07	-1.061904e-05	4.839448e-06
4200.0	-0.086873	0.016778	0.052697	5.256505e-07	-1.051540e-05	4.702991e-06
4400.0	-0.086735	0.015756	0.052630	7.657763e-07	-1.041176e-05	4.566534e-06
4600.0	-0.086598	0.014733	0.052562	1.005902e-06	-1.030812e-05	4.430077e-06
4800.0	-0.086461	0.013710	0.052495	1.246028e-06	-1.020448e-05	4.293620e-06
5000.0	-0.086323	0.012688	0.052428	1.486154e-06	-1.010084e-05	4.157163e-06
5200.0	-0.086186	0.011665	0.052360	1.726280e-06	-9.997205e-06	4.020705e-06
5400.0	-0.086049	0.010642	0.052293	1.966405e-06	-9.893565e-06	3.884248e-06
