Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
200.0	0.047464	0.019240	-0.045771	1.929216e-06	-1.417147e-05	-1.851423e-06
400.0	0.050485	0.020598	-0.046367	2.114057e-06	-1.406578e-05	-2.259792e-06
600.0	0.053506	0.021956	-0.046963	2.298898e-06	-1.396010e-05	-2.668161e-06
800.0	0.056527	0.023315	-0.047558	2.483739e-06	-1.385441e-05	-3.076530e-06
1000.0	0.059547	0.024673	-0.048154	2.668580e-06	-1.374872e-05	-3.484899e-06
1200.0	0.062568	0.026031	-0.048749	2.853421e-06	-1.364303e-05	-3.893268e-06
1400.0	0.065589	0.027389	-0.049345	3.038262e-06	-1.353734e-05	-4.301637e-06
1600.0	0.068610	0.028748	-0.049940	3.223103e-06	-1.343165e-05	-4.710006e-06
1800.0	0.071631	0.030106	-0.050536	3.407945e-06	-1.332596e-05	-5.118375e-06
2000.0	0.074652	0.031464	-0.051132	3.592786e-06	-1.322027e-05	-5.526745e-06
2200.0	0.077673	0.032823	-0.051727	3.777627e-06	-1.311458e-05	-5.935114e-06
2400.0	0.080694	0.034181	-0.052323	3.962468e-06	-1.300889e-05	-6.343483e-06
2600.0	0.083715	0.035539	-0.052918	4.147309e-06	-1.290321e-05	-6.751852e-06
2800.0	0.086736	0.036897	-0.053514	4.332150e-06	-1.279752e-05	-7.160221e-06
3000.0	0.089757	0.038256	-0.054110	4.516991e-06	-1.269183e-05	-7.568590e-06

18	2	14	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	-0.000000	-0.000000	-1.481957e-19	-4.325922e-19	-3.416536e-20
200.0	0.000578	0.000146	-0.001754	2.280619e-07	-3.374890e-07	-5.396996e-08
400.0	0.001157	0.000291	-0.003507	4.561238e-07	-6.749781e-07	-1.079399e-07
600.0	0.001735	0.000437	-0.005261	6.841857e-07	-1.012467e-06	-1.619099e-07
800.0	0.002313	0.000582	-0.007014	9.122476e-07	-1.349956e-06	-2.158799e-07
1000.0	0.002892	0.000728	-0.008768	1.140309e-06	-1.687445e-06	-2.698498e-07
1200.0	0.003470	0.000873	-0.010521	1.368371e-06	-2.024934e-06	-3.238198e-07
1400.0	0.004049	0.001019	-0.012275	1.596433e-06	-2.362423e-06	-3.777897e-07
1600.0	0.004627	0.001164	-0.014028	1.824495e-06	-2.699912e-06	-4.317597e-07
1800.0	0.005205	0.001310	-0.015782	2.052557e-06	-3.037401e-06	-4.857297e-07
2000.0	0.005784	0.001455	-0.017536	2.280619e-06	-3.374890e-06	-5.396996e-07
2200.0	0.006362	0.001601	-0.019289	2.508681e-06	-3.712379e-06	-5.936696e-07
2400.0	0.006940	0.001746	-0.021043	2.736743e-06	-4.049868e-06	-6.476396e-07
2600.0	0.007519	0.001892	-0.022796	2.964805e-06	-4.387358e-06	-7.016095e-07
2800.0	0.008097	0.002038	-0.024550	3.192866e-06	-4.724847e-06	-7.555795e-07
3000.0	0.008676	0.002183	-0.026303	3.420928e-06	-5.062336e-06	-8.095495e-07

19	14	26	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.008676	0.002183	-0.026303	3.420928e-06	-5.062336e-06	-8.095495e-07
200.0	0.010195	0.002392	-0.027471	3.349516e-06	-5.155494e-06	-9.001497e-07
400.0	0.011715	0.002600	-0.028638	3.278104e-06	-5.248652e-06	-9.907499e-07
600.0	0.013235	0.002809	-0.029806	3.206692e-06	-5.341810e-06	-1.081350e-06
800.0	0.014755	0.003018	-0.030973	3.135280e-06	-5.434968e-06	-1.171950e-06
1000.0	0.016275	0.003226	-0.032141	3.063868e-06	-5.528127e-06	-1.262551e-06
1200.0	0.017795	0.003435	-0.033308	2.992456e-06	-5.621285e-06	-1.353151e-06
1400.0	0.019315	0.003643	-0.034476	2.921044e-06	-5.714443e-06	-1.443751e-06
1600.0	0.020835	0.003852	-0.035644	2.849632e-06	-5.807601e-06	-1.534351e-06
1800.0	0.022355	0.004061	-0.036811	2.778220e-06	-5.900759e-06	-1.624951e-06
2000.0	0.023875	0.004269	-0.037979	2.706807e-06	-5.993917e-06	-1.715552e-06
2200.0	0.025394	0.004478	-0.039146	2.635395e-06	-6.087076e-06	-1.806152e-06
2400.0	0.026914	0.004687	-0.040314	2.563983e-06	-6.180234e-06	-1.896752e-06
2600.0	0.028434	0.004895	-0.041481	2.492571e-06	-6.273392e-06	-1.987352e-06
2800.0	0.029954	0.005104	-0.042649	2.421159e-06	-6.366550e-06	-2.077952e-06
3000.0	0.031474	0.005312	-0.043816	2.349747e-06	-6.459708e-06	-2.168553e-06

20	26	38	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.031474	0.005312	-0.043816	2.349747e-06	-6.459708e-06	-2.168553e-06
200.0	0.033423	0.005491	-0.044396	2.468631e-06	-6.566692e-06	-2.255641e-06
400.0	0.035373	0.005669	-0.044976	2.587514e-06	-6.673675e-06	-2.342729e-06
600.0	0.037322	0.005847	-0.045556	2.706397e-06	-6.780658e-06	-2.429818e-06
800.0	0.039271	0.006025	-0.046136	2.825281e-06	-6.887642e-06	-2.516906e-06
1000.0	0.041220	0.006203	-0.046717	2.944164e-06	-6.994625e-06	-2.603994e-06
1200.0	0.043170	0.006382	-0.047297	3.063048e-06	-7.101608e-06	-2.691082e-06
1400.0	0.045119	0.006560	-0.047877	3.181931e-06	-7.208592e-06	-2.778171e-06
1600.0	0.047068	0.006738	-0.048457	3.300815e-06	-7.315575e-06	-2.865259e-06
1800.0	0.049018	0.006916	-0.049037	3.419698e-06	-7.422558e-06	-2.952347e-06
2000.0	0.050967	0.007094	-0.049617	3.538582e-06	-7.529542e-06	-3.039436e-06
2200.0	0.052916	0.007273	-0.050197	3.657465e-06	-7.636525e-06	-3.126524e-06
2400.0	0.054865	0.007451	-0.050777	3.776348e-06	-7.743508e-06	-3.213612e-06
2600.0	0.056815	0.007629	-0.051357	3.895232e-06	-7.850491e-06	-3.300700e-06
2800.0	0.058764	0.007807	-0.051937	4.014115e-06	-7.957475e-06	-3.387789e-06
3000.0	0.060713	0.007985	-0.052517	4.132999e-06	-8.064458e-06	-3.474877e-06

21	6	18	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	0.000000	-0.000000	2.154935e-19	-6.207507e-19	-3.264667e-20
200.0	0.000735	0.000150	-0.001953	3.008227e-08	-3.889017e-07	-5.157093e-08
400.0	0.001469	0.000300	-0.003905	6.016455e-08	-7.778034e-07	-1.031419e-07
600.0	0.002204	0.000450	-0.005858	9.024682e-08	-1.166705e-06	-1.547128e-07
800.0	0.002938	0.000600	-0.007810	1.203291e-07	-1.555607e-06	-2.062837e-07
1000.0	0.003673	0.000750	-0.009763	1.504114e-07	-1.944508e-06	-2.578547e-07
1200.0	0.004407	0.000900	-0.011716	1.804936e-07	-2.333410e-06	-3.094256e-07
1400.0	0.005142	0.001051	-0.013668	2.105759e-07	-2.722312e-06	-3.609965e-07
1600.0	0.005876	0.001201	-0.015621	2.406582e-07	-3.111214e-06	-4.125675e-07
1800.0	0.006611	0.001351	-0.017573	2.707405e-07	-3.500115e-06	-4.641384e-07
2000.0	0.007346	0.001501	-0.019526	3.008227e-07	-3.889017e-06	-5.157093e-07
2200.0	0.008080	0.001651	-0.021478	3.309050e-07	-4.277919e-06	-5.672803e-07
2400.0	0.008815	0.001801	-0.023431	3.609873e-07	-4.666820e-06	-6.188512e-07
2600.0	0.009549	0.001951	-0.025384	3.910696e-07	-5.055722e-06	-6.704221e-07
2800.0	0.010284	0.002101	-0.027336	4.211518e-07	-5.444624e-06	-7.219931e-07
3000.0	0.011018	0.002251	-0.029289	4.512341e-07	-5.833525e-06	-7.735640e-07

22	18	30	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.011018	0.002251	-0.029289	4.512341e-07	-5.833525e-06	-7.735640e-07
200.0	0.012850	0.002457	-0.030581	4.565802e-07	-5.949355e-06	-8.712836e-07
400.0	0.014682	0.002663	-0.031874	4.619263e-07	-6.065185e-06	-9.690031e-07
600.0	0.016513	0.002869	-0.033167	4.672724e-07	-6.181015e-06	-1.066723e-06
800.0	0.018345	0.003075	-0.034459	4.726185e-07	-6.296844e-06	-1.164442e-06
1000.0	0.020176	0.003281	-0.035752	4.779646e-07	-6.412674e-06	-1.262162e-06
1200.0	0.022008	0.003487	-0.037045	4.833107e-07	-6.528504e-06	-1.359881e-06
1400.0	0.023840	0.003693	-0.038337	4.886568e-07	-6.644334e-06	-1.457601e-06
1600.0	0.025671	0.003899	-0.039630	4.940030e-07	-6.760163e-06	-1.555320e-06
1800.0	0.027503	0.004105	-0.040923	4.993491e-07	-6.875993e-06	-1.653040e-06
2000.0	0.029335	0.004310	-0.042215	5.046952e-07	-6.991823e-06	-1.750759e-06
2200.0	0.031166	0.004516	-0.043508	5.100413e-07	-7.107652e-06	-1.848479e-06
2400.0	0.032998	0.004722	-0.044800	5.153874e-07	-7.223482e-06	-1.946199e-06
2600.0	0.034829	0.004928	-0.046093	5.207335e-07	-7.339312e-06	-2.043918e-06
2800.0	0.036661	0.005134	-0.047386	5.260796e-07	-7.455142e-06	-2.141638e-06
3000.0	0.038493	0.005340	-0.048678	5.314257e-07	-7.570971e-06	-2.239357e-06

23	30	42	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.038493	0.005340	-0.048678	5.314257e-07	-7.570971e-06	-2.239357e-06
200.0	0.040805	0.005503	-0.049312	5.086601e-07	-7.654477e-06	-2.354395e-06
400.0	0.043117	0.005665	-0.049946	4.858944e-07	-7.737982e-06	-2.469432e-06
600.0	0.045429	0.005828	-0.050580	4.631288e-07	-7.821488e-06	-2.584470e-06
800.0	0.047741	0.005990	-0.051213	4.403631e-07	-7.904993e-06	-2.699507e-06
1000.0	0.050053	0.006153	-0.051847	4.175975e-07	-7.988498e-06	-2.814545e-06
1200.0	0.052366	0.006315	-0.052481	3.948319e-07	-8.072004e-06	-2.929583e-06
1400.0	0.054678	0.006478	-0.053114	3.720662e-07	-8.155509e-06	-3.044620e-06
1600.0	0.056990	0.006640	-0.053748	3.493006e-07	-8.239015e-06	-3.159658e-06
1800.0	0.059302	0.006803	-0.054382	3.265349e-07	-8.322520e-06	-3.274695e-06
2000.0	0.061614	0.006965	-0.055016	3.037693e-07	-8.406026e-06	-3.389733e-06
2200.0	0.063926	0.007128	-0.055649	2.810036e-07	-8.489531e-06	-3.504770e-06
2400.0	0.066239	0.007290	-0.056283	2.582380e-07	-8.573036e-06	-3.619808e-06
2600.0	0.068551	0.007453	-0.056917	2.354723e-07	-8.656542e-06	-3.734845e-06
2800.0	0.070863	0.007615	-0.057550	2.127067e-07	-8.740047e-06	-3.849883e-06
3000.0	0.073175	0.007778	-0.058184	1.899411e-07	-8.823553e-06	-3.964920e-06

24	10	22	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	0.000000	-0.000000	5.129301e-19	-8.089092e-19	-3.416536e-20
200.0	0.000891	0.000154	-0.001738	-1.311365e-07	-4.403144e-07	-5.396996e-08
400.0	0.001781	0.000309	-0.003476	-2.622731e-07	-8.806287e-07	-1.079399e-07
600.0	0.002672	0.000463	-0.005215	-3.934096e-07	-1.320943e-06	-1.619099e-07
800.0	0.003563	0.000618	-0.006953	-5.245462e-07	-1.761257e-06	-2.158799e-07
1000.0	0.004454	0.000772	-0.008691	-6.556827e-07	-2.201572e-06	-2.698498e-07
1200.0	0.005344	0.000927	-0.010429	-7.868192e-07	-2.641886e-06	-3.238198e-07
1400.0	0.006235	0.001081	-0.012168	-9.179558e-07	-3.082201e-06	-3.777897e-07
1600.0	0.007126	0.001236	-0.013906	-1.049092e-06	-3.522515e-06	-4.317597e-07
1800.0	0.008017	0.001390	-0.015644	-1.180229e-06	-3.962829e-06	-4.857297e-07
2000.0	0.008907	0.001545	-0.017382	-1.311365e-06	-4.403144e-06	-5.396996e-07
2200.0	0.009798	0.001699	-0.019120	-1.442502e-06	-4.843458e-06	-5.936696e-07
2400.0	0.010689	0.001854	-0.020859	-1.573638e-06	-5.283772e-06	-6.476396e-07
2600.0	0.011580	0.002008	-0.022597	-1.704775e-06	-5.724087e-06	-7.016095e-07
2800.0	0.012470	0.002163	-0.024335	-1.835912e-06	-6.164401e-06	-7.555795e-07
3000.0	0.013361	0.002317	-0.026073	-1.967048e-06	-6.604715e-06	-8.095495e-07

25	22	34	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.013361	0.002317	-0.026073	-1.967048e-06	-6.604715e-06	-8.095495e-07
200.0	0.015504	0.002520	-0.027231	-1.903514e-06	-6.743217e-06	-9.001497e-07
400.0	0.017648	0.002723	-0.028389	-1.839980e-06	-6.881718e-06	-9.907499e-07
600.0	0.019791	0.002926	-0.029547	-1.776447e-06	-7.020219e-06	-1.081350e-06
800.0	0.021935	0.003129	-0.030705	-1.712913e-06	-7.158720e-06	-1.171950e-06
1000.0	0.024078	0.003332	-0.031863	-1.649379e-06	-7.297222e-06	-1.262551e-06
1200.0	0.026221	0.003535	-0.033022	-1.585845e-06	-7.435723e-06	-1.353151e-06
1400.0	0.028365	0.003738	-0.034180	-1.522311e-06	-7.574224e-06	-1.443751e-06
1600.0	0.030508	0.003941	-0.035338	-1.458777e-06	-7.712725e-06	-1.534351e-06
1800.0	0.032651	0.004144	-0.036496	-1.395243e-06	-7.851227e-06	-1.624951e-06
2000.0	0.034795	0.004347	-0.037654	-1.331709e-06	-7.989728e-06	-1.715552e-06
2200.0	0.036938	0.004550	-0.038812	-1.268176e-06	-8.128229e-06	-1.806152e-06
2400.0	0.039081	0.004753	-0.039970	-1.204642e-06	-8.266730e-06	-1.896752e-06
2600.0	0.041225	0.004956	-0.041128	-1.141108e-06	-8.405232e-06	-1.987352e-06
2800.0	0.043368	0.005159	-0.042286	-1.077574e-06	-8.543733e-06	-2.077952e-06
3000.0	0.045511	0.005362	-0.043444	-1.014040e-06	-8.682234e-06	-2.168553e-06

26	34	46	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.045511	0.005362	-0.043444	-1.014040e-06	-8.682234e-06	-2.168553e-06
200.0	0.048186	0.005509	-0.044020	-1.125556e-06	-8.742262e-06	-2.255641e-06
400.0	0.050861	0.005657	-0.044597	-1.237072e-06	-8.802289e-06	-2.342729e-06
600.0	0.053537	0.005804	-0.045173	-1.348589e-06	-8.862317e-06	-2.429818e-06
800.0	0.056212	0.005952	-0.045750	-1.460105e-06	-8.922344e-06	-2.516906e-06
1000.0	0.058887	0.006099	-0.046326	-1.571621e-06	-8.982372e-06	-2.603994e-06
1200.0	0.061562	0.006247	-0.046903	-1.683137e-06	-9.042399e-06	-2.691082e-06
1400.0	0.064237	0.006394	-0.047479	-1.794653e-06	-9.102427e-06	-2.778171e-06
1600.0	0.066912	0.006542	-0.048056	-1.906169e-06	-9.162455e-06	-2.865259e-06
1800.0	0.069587	0.006689	-0.048632	-2.017686e-06	-9.222482e-06	-2.952347e-06
2000.0	0.072262	0.006836	-0.049209	-2.129202e-06	-9.282510e-06	-3.039436e-06
2200.0	0.074937	0.006984	-0.049785	-2.240718e-06	-9.342537e-06	-3.126524e-06
2400.0	0.077612	0.007131	-0.050362	-2.352234e-06	-9.402565e-06	-3.213612e-06
2600.0	0.080287	0.007279	-0.050938	-2.463750e-06	-9.462592e-06	-3.300700e-06
2800.0	0.082962	0.007426	-0.051515	-2.575267e-06	-9.522620e-06	-3.387789e-06
3000.0	0.085637	0.007574	-0.052091	-2.686783e-06	-9.582647e-06	-3.474877e-06

27	3	15	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	-0.000000	-0.000000	-5.053117e-19	-2.339387e-18	-3.363937e-20
200.0	0.000634	-0.000143	-0.001107	1.387873e-07	6.688000e-07	-5.313907e-08
400.0	0.001268	-0.000285	-0.002215	2.775746e-07	1.337600e-06	-1.062781e-07
600.0	0.001902	-0.000428	-0.003322	4.163618e-07	2.006400e-06	-1.594172e-07
800.0	0.002535	-0.000570	-0.004429	5.551491e-07	2.675200e-06	-2.125563e-07
1000.0	0.003169	-0.000713	-0.005537	6.939364e-07	3.344000e-06	-2.656953e-07
1200.0	0.003803	-0.000856	-0.006644	8.327237e-07	4.012800e-06	-3.188344e-07
1400.0	0.004437	-0.000998	-0.007751	9.715110e-07	4.681600e-06	-3.719735e-07
1600.0	0.005071	-0.001141	-0.008859	1.110298e-06	5.350400e-06	-4.251125e-07
1800.0	0.005705	-0.001283	-0.009966	1.249086e-06	6.019200e-06	-4.782516e-07
2000.0	0.006338	-0.001426	-0.011074	1.387873e-06	6.688000e-06	-5.313907e-07
2200.0	0.006972	-0.001568	-0.012181	1.526660e-06	7.356799e-06	-5.845297e-07
2400.0	0.007606	-0.001711	-0.013288	1.665447e-06	8.025599e-06	-6.376688e-07
2600.0	0.008240	-0.001854	-0.014396	1.804235e-06	8.694399e-06	-6.908079e-07
2800.0	0.008874	-0.001996	-0.015503	1.943022e-06	9.363199e-06	-7.439469e-07
3000.0	0.009508	-0.002139	-0.016610	2.081809e-06	1.003200e-05	-7.970860e-07

28	15	27	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.009508	-0.002139	-0.016610	2.081809e-06	1.003200e-05	-7.970860e-07
200.0	0.011032	-0.002319	-0.017352	2.019051e-06	9.437668e-06	-8.815652e-07
400.0	0.012556	-0.002498	-0.018094	1.956292e-06	8.843336e-06	-9.660443e-07
600.0	0.014080	-0.002678	-0.018835	1.893534e-06	8.249004e-06	-1.050523e-06
800.0	0.015604	-0.002858	-0.019577	1.830775e-06	7.654673e-06	-1.135003e-06
1000.0	0.017128	-0.003038	-0.020319	1.768017e-06	7.060341e-06	-1.219482e-06
1200.0	0.018653	-0.003218	-0.021060	1.705258e-06	6.466010e-06	-1.303961e-06
1400.0	0.020177	-0.003398	-0.021802	1.642500e-06	5.871678e-06	-1.388440e-06
1600.0	0.021701	-0.003577	-0.022544	1.579741e-06	5.277346e-06	-1.472919e-06
1800.0	0.023225	-0.003757	-0.023285	1.516983e-06	4.683015e-06	-1.557398e-06
2000.0	0.024749	-0.003937	-0.024027	1.454224e-06	4.088683e-06	-1.641878e-06
2200.0	0.026273	-0.004117	-0.024769	1.391466e-06	3.494352e-06	-1.726357e-06
2400.0	0.027797	-0.004297	-0.025510	1.328708e-06	2.900020e-06	-1.810836e-06
2600.0	0.029321	-0.004476	-0.026252	1.265949e-06	2.305688e-06	-1.895315e-06
2800.0	0.030846	-0.004656	-0.026993	1.203191e-06	1.711357e-06	-1.979794e-06
3000.0	0.032370	-0.004836	-0.027735	1.140432e-06	1.117025e-06	-2.064273e-06

29	27	39	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.032370	-0.004836	-0.027735	1.140432e-06	1.117025e-06	-2.064273e-06
200.0	0.034061	-0.004950	-0.028116	1.273704e-06	2.293680e-06	-2.147220e-06
400.0	0.035752	-0.005063	-0.028496	1.406977e-06	3.470335e-06	-2.230167e-06
600.0	0.037443	-0.005177	-0.028877	1.540249e-06	4.646990e-06	-2.313115e-06
800.0	0.039134	-0.005290	-0.029257	1.673521e-06	5.823644e-06	-2.396062e-06
1000.0	0.040825	-0.005404	-0.029638	1.806793e-06	7.000299e-06	-2.479009e-06
1200.0	0.042516	-0.005518	-0.030019	1.940065e-06	8.176954e-06	-2.561956e-06
1400.0	0.044207	-0.005631	-0.030399	2.073338e-06	9.353609e-06	-2.644903e-06
1600.0	0.045898	-0.005745	-0.030780	2.206610e-06	1.053026e-05	-2.727850e-06
1800.0	0.047590	-0.005858	-0.031160	2.339882e-06	1.170692e-05	-2.810797e-06
2000.0	0.049281	-0.005972	-0.031541	2.473154e-06	1.288357e-05	-2.893744e-06
2200.0	0.050972	-0.006085	-0.031921	2.606427e-06	1.406023e-05	-2.976691e-06
2400.0	0.052663	-0.006199	-0.032302	2.739699e-06	1.523688e-05	-3.059639e-06
2600.0	0.054354	-0.006313	-0.032682	2.872971e-06	1.641354e-05	-3.142586e-06
2800.0	0.056045	-0.006426	-0.033063	3.006243e-06	1.759019e-05	-3.225533e-06
3000.0	0.057736	-0.006540	-0.033444	3.139515e-06	1.876685e-05	-3.308480e-06

30	7	19	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	-0.000000	-0.000000	-2.014590e-19	-2.504846e-18	-3.417865e-20
200.0	0.000791	-0.000138	-0.001316	-2.609066e-08	6.036190e-07	-5.399096e-08
400.0	0.001582	-0.000277	-0.002632	-5.218132e-08	1.207238e-06	-1.079819e-07
600.0	0.002373	-0.000415	-0.003948	-7.827198e-08	1.810857e-06	-1.619729e-07
800.0	0.003165	-0.000553	-0.005264	-1.043626e-07	2.414476e-06	-2.159638e-07
1000.0	0.003956	-0.000691	-0.006580	-1.304533e-07	3.018095e-06	-2.699548e-07
1200.0	0.004747	-0.000830	-0.007896	-1.565440e-07	3.621714e-06	-3.239457e-07
1400.0	0.005538	-0.000968	-0.009213	-1.826346e-07	4.225333e-06	-3.779367e-07
1600.0	0.006329	-0.001106	-0.010529	-2.087253e-07	4.828952e-06	-4.319276e-07
1800.0	0.007120	-0.001244	-0.011845	-2.348159e-07	5.432571e-06	-4.859186e-07
2000.0	0.007912	-0.001383	-0.013161	-2.609066e-07	6.036190e-06	-5.399096e-07
2200.0	0.008703	-0.001521	-0.014477	-2.869972e-07	6.639809e-06	-5.939005e-07
2400.0	0.009494	-0.001659	-0.015793	-3.130879e-07	7.243428e-06	-6.478915e-07
2600.0	0.010285	-0.001798	-0.017109	-3.391786e-07	7.847047e-06	-7.018824e-07
2800.0	0.011076	-0.001936	-0.018425	-3.652692e-07	8.450666e-06	-7.558734e-07
3000.0	0.011867	-0.002074	-0.019741	-3.913599e-07	9.054285e-06	-8.098643e-07

31	19	31	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.011867	-0.002074	-0.019741	-3.913599e-07	9.054285e-06	-8.098643e-07
200.0	0.013702	-0.002256	-0.020613	-3.897948e-07	8.434210e-06	-9.072729e-07
400.0	0.015537	-0.002439	-0.021485	-3.882298e-07	7.814135e-06	-1.004681e-06
600.0	0.017372	-0.002621	-0.022357	-3.866647e-07	7.194059e-06	-1.102090e-06
800.0	0.019206	-0.002804	-0.023229	-3.850996e-07	6.573984e-06	-1.199499e-06
1000.0	0.021041	-0.002986	-0.024102	-3.835346e-07	5.953909e-06	-1.296907e-06
1200.0	0.022876	-0.003169	-0.024974	-3.819695e-07	5.333833e-06	-1.394316e-06
1400.0	0.024711	-0.003351	-0.025846	-3.804045e-07	4.713758e-06	-1.491724e-06
1600.0	0.026545	-0.003534	-0.026718	-3.788394e-07	4.093682e-06	-1.589133e-06
1800.0	0.028380	-0.003716	-0.027590	-3.772743e-07	3.473607e-06	-1.686542e-06
2000.0	0.030215	-0.003899	-0.028462	-3.757093e-07	2.853532e-06	-1.783950e-06
2200.0	0.032050	-0.004081	-0.029334	-3.741442e-07	2.233456e-06	-1.881359e-06
2400.0	0.033885	-0.004263	-0.030206	-3.725791e-07	1.613381e-06	-1.978767e-06
2600.0	0.035719	-0.004446	-0.031078	-3.710141e-07	9.933056e-07	-2.076176e-06
2800.0	0.037554	-0.004628	-0.031950	-3.694490e-07	3.732302e-07	-2.173584e-06
3000.0	0.039389	-0.004811	-0.032822	-3.678840e-07	-2.468451e-07	-2.270993e-06

32	31	43	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.039389	-0.004811	-0.032822	-3.678840e-07	-2.468451e-07	-2.270993e-06
200.0	0.041431	-0.004940	-0.033258	-3.548580e-07	9.520284e-07	-2.373577e-06
400.0	0.043472	-0.005069	-0.033694	-3.418321e-07	2.150902e-06	-2.476161e-06
600.0	0.045514	-0.005198	-0.034130	-3.288062e-07	3.349775e-06	-2.578745e-06
800.0	0.047556	-0.005327	-0.034566	-3.157803e-07	4.548649e-06	-2.681330e-06
1000.0	0.049598	-0.005456	-0.035001	-3.027544e-07	5.747522e-06	-2.783914e-06
1200.0	0.051640	-0.005585	-0.035437	-2.897285e-07	6.946396e-06	-2.886498e-06
1400.0	0.053682	-0.005713	-0.035873	-2.767025e-07	8.145269e-06	-2.989082e-06
1600.0	0.055723	-0.005842	-0.036309	-2.636766e-07	9.344143e-06	-3.091666e-06
1800.0	0.057765	-0.005971	-0.036745	-2.506507e-07	1.054302e-05	-3.194250e-06
2000.0	0.059807	-0.006100	-0.037181	-2.376248e-07	1.174189e-05	-3.296834e-06
2200.0	0.061849	-0.006229	-0.037616	-2.245989e-07	1.294076e-05	-3.399418e-06
2400.0	0.063891	-0.006358	-0.038052	-2.115729e-07	1.413964e-05	-3.502003e-06
2600.0	0.065932	-0.006487	-0.038488	-1.985470e-07	1.533851e-05	-3.604587e-06
2800.0	0.067974	-0.006616	-0.038924	-1.855211e-07	1.653738e-05	-3.707171e-06
3000.0	0.070016	-0.006745	-0.039360	-1.724952e-07	1.773626e-05	-3.809755e-06

33	11	23	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.000000	0.000000	-0.000000	1.558141e-19	-2.670304e-18	-3.363937e-20
200.0	0.000948	-0.000134	-0.001111	-2.204111e-07	5.384381e-07	-5.313907e-08
400.0	0.001897	-0.000267	-0.002223	-4.408223e-07	1.076876e-06	-1.062781e-07
600.0	0.002845	-0.000401	-0.003334	-6.612334e-07	1.615314e-06	-1.594172e-07
800.0	0.003794	-0.000535	-0.004446	-8.816446e-07	2.153752e-06	-2.125563e-07
1000.0	0.004742	-0.000668	-0.005557	-1.102056e-06	2.692190e-06	-2.656953e-07
1200.0	0.005691	-0.000802	-0.006668	-1.322467e-06	3.230629e-06	-3.188344e-07
1400.0	0.006639	-0.000936	-0.007780	-1.542878e-06	3.769067e-06	-3.719735e-07
1600.0	0.007588	-0.001069	-0.008891	-1.763289e-06	4.307505e-06	-4.251125e-07
1800.0	0.008536	-0.001203	-0.010003	-1.983700e-06	4.845943e-06	-4.782516e-07
2000.0	0.009485	-0.001336	-0.011114	-2.204111e-06	5.384381e-06	-5.313907e-07
2200.0	0.010433	-0.001470	-0.012226	-2.424523e-06	5.922819e-06	-5.845297e-07
2400.0	0.011382	-0.001604	-0.013337	-2.644934e-06	6.461257e-06	-6.376688e-07
2600.0	0.012330	-0.001737	-0.014448	-2.865345e-06	6.999695e-06	-6.908079e-07
2800.0	0.013279	-0.001871	-0.015560	-3.085756e-06	7.538133e-06	-7.439469e-07
3000.0	0.014227	-0.002005	-0.016671	-3.306167e-06	8.076571e-06	-7.970860e-07

34	23	35	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.014227	-0.002005	-0.016671	-3.306167e-06	8.076571e-06	-7.970860e-07
200.0	0.016373	-0.002190	-0.017414	-3.233980e-06	7.430752e-06	-8.815652e-07
400.0	0.018518	-0.002376	-0.018157	-3.161792e-06	6.784933e-06	-9.660443e-07
600.0	0.020663	-0.002561	-0.018899	-3.089605e-06	6.139114e-06	-1.050523e-06
800.0	0.022809	-0.002747	-0.019642	-3.017417e-06	5.493295e-06	-1.135003e-06
1000.0	0.024954	-0.002932	-0.020385	-2.945230e-06	4.847476e-06	-1.219482e-06
1200.0	0.027099	-0.003118	-0.021128	-2.873042e-06	4.201657e-06	-1.303961e-06
1400.0	0.029245	-0.003303	-0.021870	-2.800855e-06	3.555838e-06	-1.388440e-06
1600.0	0.031390	-0.003489	-0.022613	-2.728667e-06	2.910018e-06	-1.472919e-06
